Date,Account,StockTicker,CUSIP,SecurityName,Shares,Price,MarketValue,Weightings,NetAssets,SharesOutstanding,CreationUnits,MoneyMarketFlag
10/03/2023,BDEC,2SPY  231130C00509600,2SPY  231130C00509600,SPY 11/30/2023 509.6 C,-2295.00,0.026800,-6150.60,-0.01%,98033320.00,2800000,112.000000000000,
10/03/2023,BDEC,2SPY  231130P00370990,2SPY  231130P00370990,SPY 11/30/2023 370.99 P,-2295.00,1.064100,-244210.95,-0.25%,98033320.00,2800000,112.000000000000,
10/03/2023,BDEC,2SPY  231130P00407690,2SPY  231130P00407690,SPY 11/30/2023 407.69 P,2295.00,4.158100,954283.95,0.97%,98033320.00,2800000,112.000000000000,
10/03/2023,BDEC,Cash&Other,Cash&Other,Cash & Other,164927.04,1.000000,164927.04,0.17%,98033320.00,2800000,112.000000000000,Y
10/03/2023,BFEB,2SPY  240131C00004080,2SPY  240131C00004080,SPY 01/31/2024 4.08 C,2309.00,421.715800,97374178.22,98.90%,98455660.00,2950000,118.000000000000,
10/03/2023,BFEB,2SPY  240131C00485660,2SPY  240131C00485660,SPY 01/31/2024 485.66 C,-2309.00,0.627100,-144797.39,-0.15%,98455660.00,2950000,118.000000000000,
10/03/2023,BFEB,2SPY  240131P00369900,2SPY  240131P00369900,SPY 01/31/2024 369.9 P,-2309.00,2.988300,-689998.47,-0.70%,98455660.00,2950000,118.000000000000,
10/03/2023,BFEB,2SPY  240131P00406490,2SPY  240131P00406490,SPY 01/31/2024 406.49 P,2309.00,7.461200,1722791.08,1.75%,98455660.00,2950000,118.000000000000,
10/03/2023,BFEB,Cash&Other,Cash&Other,Cash & Other,191386.19,1.000000,191386.19,0.19%,98455660.00,2950000,118.000000000000,Y
10/03/2023,BJAN,2SPY  231229C00003840,2SPY  231229C00003840,SPY 12/29/2023 3.84 C,3469.00,421.879300,146349929.17,99.50%,147078400.00,4000000,160.000000000000,
10/03/2023,BJAN,2SPY  231229C00478310,2SPY  231229C00478310,SPY 12/29/2023 478.31 C,-3469.00,0.423600,-146946.84,-0.10%,147078400.00,4000000,160.000000000000,
10/03/2023,BJAN,2SPY  231229P00348010,2SPY  231229P00348010,SPY 12/29/2023 348.01 P,-3469.00,1.095100,-379890.19,-0.26%,147078400.00,4000000,160.000000000000,
10/03/2023,BJAN,2SPY  231229P00382440,2SPY  231229P00382440,SPY 12/29/2023 382.44 P,3469.00,2.821800,978882.42,0.67%,147078400.00,4000000,160.000000000000,
10/03/2023,BJAN,Cash&Other,Cash&Other,Cash & Other,273288.71,1.000000,273288.71,0.19%,147078400.00,4000000,160.000000000000,Y
10/03/2023,BJUL,2SPY  240628C00004450,2SPY  240628C00004450,SPY 06/28/2024 4.45 C,7862.00,418.493500,329019589.70,97.21%,338465355.00,9825000,393.000000000000,
10/03/2023,BJUL,2SPY  240628C00528610,2SPY  240628C00528610,SPY 06/28/2024 528.61 C,-7862.00,0.754300,-593030.66,-0.18%,338465355.00,9825000,393.000000000000,
10/03/2023,BJUL,2SPY  240628P00403380,2SPY  240628P00403380,SPY 06/28/2024 403.38 P,-7862.00,12.938800,-10172484.56,-3.01%,338465355.00,9825000,393.000000000000,
10/03/2023,BJUL,2SPY  240628P00443290,2SPY  240628P00443290,SPY 06/28/2024 443.29 P,7862.00,24.779900,19481957.38,5.76%,338465355.00,9825000,393.000000000000,
10/03/2023,BJUL,Cash&Other,Cash&Other,Cash & Other,722138.22,1.000000,722138.22,0.21%,338465355.00,9825000,393.000000000000,Y
10/03/2023,BJUN,2SPY  240531C00004190,2SPY  240531C00004190,SPY 05/31/2024 4.19 C,2483.00,420.524800,104416307.84,98.58%,105924480.00,3225000,129.000000000000,
10/03/2023,BJUN,2SPY  240531C00501130,2SPY  240531C00501130,SPY 05/31/2024 501.13 C,-2483.00,2.060600,-511646.98,-0.48%,105924480.00,3225000,129.000000000000,
10/03/2023,BJUN,2SPY  240531P00380240,2SPY  240531P00380240,SPY 05/31/2024 380.24 P,-2483.00,7.686100,-1908458.63,-1.80%,105924480.00,3225000,129.000000000000,
10/03/2023,BJUN,2SPY  240531P00417860,2SPY  240531P00417860,SPY 05/31/2024 417.86 P,2483.00,14.943200,3710396.56,3.50%,105924480.00,3225000,129.000000000000,
10/03/2023,BJUN,Cash&Other,Cash&Other,Cash & Other,215629.59,1.000000,215629.59,0.20%,105924480.00,3225000,129.000000000000,Y
10/03/2023,BMAR,2SPY  240229C00003970,2SPY  240229C00003970,SPY 02/29/2024 3.97 C,2119.00,421.790000,89377301.00,99.34%,89967982.50,2475000,99.000000000000,
10/03/2023,BMAR,2SPY  240229C00480470,2SPY  240229C00480470,SPY 02/29/2024 480.47 C,-2119.00,1.690000,-358111.00,-0.40%,89967982.50,2475000,99.000000000000,
10/03/2023,BMAR,2SPY  240229P00360600,2SPY  240229P00360600,SPY 02/29/2024 360.6 P,-2119.00,3.170000,-671723.00,-0.75%,89967982.50,2475000,99.000000000000,
10/03/2023,BMAR,2SPY  240229P00396270,2SPY  240229P00396270,SPY 02/29/2024 396.27 P,2119.00,6.920000,1466348.00,1.63%,89967982.50,2475000,99.000000000000,
10/03/2023,BMAR,Cash&Other,Cash&Other,Cash & Other,152494.06,1.000000,152494.06,0.17%,89967982.50,2475000,99.000000000000,Y
10/03/2023,BMAY,2SPY  240430C00004170,2SPY  240430C00004170,SPY 04/30/2024 4.17 C,3082.00,420.411200,129570731.84,98.60%,131408485.00,4225000,169.000000000000,
10/03/2023,BMAY,2SPY  240430C00496870,2SPY  240430C00496870,SPY 04/30/2024 496.87 C,-3082.00,1.664200,-512906.44,-0.39%,131408485.00,4225000,169.000000000000,
10/03/2023,BMAY,2SPY  240430P00378500,2SPY  240430P00378500,SPY 04/30/2024 378.5 P,-3082.00,6.647300,-2048697.86,-1.56%,131408485.00,4225000,169.000000000000,
10/03/2023,BMAY,2SPY  240430P00415940,2SPY  240430P00415940,SPY 04/30/2024 415.94 P,3082.00,13.478600,4154104.52,3.16%,131408485.00,4225000,169.000000000000,
10/03/2023,BMAY,Cash&Other,Cash&Other,Cash & Other,242455.78,1.000000,242455.78,0.18%,131408485.00,4225000,169.000000000000,Y
10/03/2023,BNOV,2SPY  231031C00003870,2SPY  231031C00003870,SPY 10/31/2023 3.87 C,2042.00,423.526100,86484029.62,99.68%,86759675.00,2650000,106.000000000000,
10/03/2023,BNOV,2SPY  231031C00497010,2SPY  231031C00497010,SPY 10/31/2023 497.01 C,-2042.00,0.010300,-2103.26,0.00%,86759675.00,2650000,106.000000000000,
10/03/2023,BNOV,2SPY  231031P00351450,2SPY  231031P00351450,SPY 10/31/2023 351.45 P,-2042.00,0.197000,-40227.40,-0.05%,86759675.00,2650000,106.000000000000,
10/03/2023,BNOV,2SPY  231031P00386220,2SPY  231031P00386220,SPY 10/31/2023 386.22 P,2042.00,0.582400,118926.08,0.14%,86759675.00,2650000,106.000000000000,
10/03/2023,BNOV,Cash&Other,Cash&Other,Cash & Other,197216.04,1.000000,197216.04,0.23%,86759675.00,2650000,106.000000000000,Y
10/03/2023,BOCT,4SPY  240930C00004290,4SPY  240930C00004290,SPY 09/30/2024 4.29 C,3617.00,417.340000,150951878.00,98.42%,153369690.00,4325000,173.000000000000,
10/03/2023,BOCT,4SPY  240930C00514340,4SPY  240930C00514340,SPY 09/30/2024 514.34 C,-3617.00,3.770000,-1363609.00,-0.89%,153369690.00,4325000,173.000000000000,
10/03/2023,BOCT,4SPY  240930P00389010,4SPY  240930P00389010,SPY 09/30/2024 389.01 P,-3617.00,12.770000,-4618909.00,-3.01%,153369690.00,4325000,173.000000000000,
10/03/2023,BOCT,4SPY  240930P00427490,4SPY  240930P00427490,SPY 09/30/2024 427.49 P,3617.00,22.200000,8029740.00,5.24%,153369690.00,4325000,173.000000000000,
10/03/2023,BOCT,Cash&Other,Cash&Other,Cash & Other,369578.16,1.000000,369578.16,0.24%,153369690.00,4325000,173.000000000000,Y
10/03/2023,BOUT,ACGL,G0450A105,ARCH CAP GROUP LTD,2976.00,79.370000,236205.12,1.96%,12074240.00,400000,8.000000000000,
10/03/2023,BOUT,ACMR,00108J109,ACM RESH INC,7704.00,18.620000,143448.48,1.19%,12074240.00,400000,8.000000000000,
10/03/2023,BOUT,AER,N00985106,AERCAP HOLDINGS NV,7728.00,59.530000,460047.84,3.81%,12074240.00,400000,8.000000000000,
10/03/2023,BOUT,AIG,026874784,AMERICAN INTL GROUP INC,13712.00,60.050000,823405.60,6.82%,12074240.00,400000,8.000000000000,
10/03/2023,BOUT,ATVI,00507V109,ACTIVISION BLIZZARD INC,2568.00,93.940000,241237.92,2.00%,12074240.00,400000,8.000000000000,
10/03/2023,BOUT,CB,H1467J104,CHUBB LIMITED,568.00,206.400000,117235.20,0.97%,12074240.00,400000,8.000000000000,
10/03/2023,BOUT,CTAS,172908105,CINTAS CORP,480.00,484.870000,232737.60,1.93%,12074240.00,400000,8.000000000000,
10/03/2023,BOUT,DUOL,26603R106,DUOLINGO INC,4744.00,165.950000,787266.80,6.52%,12074240.00,400000,8.000000000000,
10/03/2023,BOUT,EHC,29261A100,ENCOMPASS HEALTH CORP,12000.00,66.650000,799800.00,6.62%,12074240.00,400000,8.000000000000,
10/03/2023,BOUT,FANG,25278X109,DIAMONDBACK ENERGY INC,4816.00,150.200000,723363.20,5.99%,12074240.00,400000,8.000000000000,
10/03/2023,BOUT,FUTU,36118L106,FUTU HLDGS LTD,4080.00,57.110000,233008.80,1.93%,12074240.00,400000,8.000000000000,
10/03/2023,BOUT,GSHD,38267D109,GOOSEHEAD INS INC,3160.00,73.570000,232481.20,1.93%,12074240.00,400000,8.000000000000,
10/03/2023,BOUT,HQY,42226A107,HEALTHEQUITY INC,6640.00,73.800000,490032.00,4.06%,12074240.00,400000,8.000000000000,
10/03/2023,BOUT,HSBC,404280406,HSBC HLDGS PLC,18312.00,39.020000,714534.24,5.92%,12074240.00,400000,8.000000000000,
10/03/2023,BOUT,LPG,Y2106R110,DORIAN LPG LTD,16432.00,28.740000,472255.68,3.91%,12074240.00,400000,8.000000000000,
10/03/2023,BOUT,LPLA,50212V100,LPL FINL HLDGS INC,2000.00,238.180000,476360.00,3.95%,12074240.00,400000,8.000000000000,
10/03/2023,BOUT,MANH,562750109,MANHATTAN ASSOCIATES INC,624.00,198.860000,124088.64,1.03%,12074240.00,400000,8.000000000000,
10/03/2023,BOUT,META,30303M102,META PLATFORMS INC,408.00,306.820000,125182.56,1.04%,12074240.00,400000,8.000000000000,
10/03/2023,BOUT,NBIX,64125C109,NEUROCRINE BIOSCIENCES INC,6368.00,111.790000,711878.72,5.90%,12074240.00,400000,8.000000000000,
10/03/2023,BOUT,OKTA,679295105,OKTA INC,8976.00,80.720000,724542.72,6.00%,12074240.00,400000,8.000000000000,
10/03/2023,BOUT,PCAR,693718108,PACCAR INC,5688.00,84.760000,482114.88,3.99%,12074240.00,400000,8.000000000000,
10/03/2023,BOUT,PGR,743315103,PROGRESSIVE CORP,5896.00,138.970000,819367.12,6.79%,12074240.00,400000,8.000000000000,
10/03/2023,BOUT,RELY,75960P104,REMITLY GLOBAL INC,34256.00,25.160000,861880.96,7.14%,12074240.00,400000,8.000000000000,
10/03/2023,BOUT,UNM,91529Y106,UNUM GROUP,16912.00,49.090000,830210.08,6.88%,12074240.00,400000,8.000000000000,
10/03/2023,BOUT,VERX,92538J106,VERTEX INC,5496.00,23.010000,126462.96,1.05%,12074240.00,400000,8.000000000000,
10/03/2023,BOUT,Cash&Other,Cash&Other,Cash & Other,84637.15,1.000000,84637.15,0.70%,12074240.00,400000,8.000000000000,Y
10/03/2023,BSEP,2SPY  240830C00004520,2SPY  240830C00004520,SPY 08/30/2024 4.52 C,4057.00,418.510000,169789507.00,97.12%,174824000.00,5200000,208.000000000000,
10/03/2023,BSEP,2SPY  240830C00539380,2SPY  240830C00539380,SPY 08/30/2024 539.38 C,-4057.00,1.230000,-499011.00,-0.29%,174824000.00,5200000,208.000000000000,
10/03/2023,BSEP,2SPY  240830P00409820,2SPY  240830P00409820,SPY 08/30/2024 409.82 P,-4057.00,16.320000,-6621024.00,-3.79%,174824000.00,5200000,208.000000000000,
10/03/2023,BSEP,2SPY  240830P00450360,2SPY  240830P00450360,SPY 08/30/2024 450.36 P,4057.00,28.970000,11753129.00,6.72%,174824000.00,5200000,208.000000000000,
10/03/2023,BSEP,Cash&Other,Cash&Other,Cash & Other,397906.74,1.000000,397906.74,0.23%,174824000.00,5200000,208.000000000000,Y
10/03/2023,BSTP,4SPY  240930C00004330,4SPY  240930C00004330,SPY 09/30/2024 4.33 C,966.00,417.300000,40311180.00,98.49%,40929765.00,1550000,62.000000000000,
10/03/2023,BSTP,4SPY  240930C00515460,4SPY  240930C00515460,SPY 09/30/2024 515.46 C,-966.00,3.610000,-348726.00,-0.85%,40929765.00,1550000,62.000000000000,
10/03/2023,BSTP,4SPY  240930P00389030,4SPY  240930P00389030,SPY 09/30/2024 389.03 P,-966.00,12.770000,-1233582.00,-3.01%,40929765.00,1550000,62.000000000000,
10/03/2023,BSTP,4SPY  240930P00427510,4SPY  240930P00427510,SPY 09/30/2024 427.51 P,966.00,22.210000,2145486.00,5.24%,40929765.00,1550000,62.000000000000,
10/03/2023,BSTP,Cash&Other,Cash&Other,Cash & Other,54406.18,1.000000,54406.18,0.13%,40929765.00,1550000,62.000000000000,Y
10/03/2023,BUFB,BAPR,45782C888,INNOVATOR ETFS TR US EQT BUFR APR,135115.00,35.010000,4730376.15,8.35%,56632035.00,2225000,89.000000000000,
10/03/2023,BUFB,BAUG,45782C698,INNOVATOR ETFS TR US EQUT BUFR AUG,143665.00,33.010000,4742381.65,8.37%,56632035.00,2225000,89.000000000000,
10/03/2023,BUFB,BDEC,45782C557,INNOVATOR ETFS TR US EQTY BUF DEC,133869.00,35.000000,4685415.00,8.27%,56632035.00,2225000,89.000000000000,
10/03/2023,BUFB,BFEB,45782C433,INNOVATOR ETFS TR US EQTY BUFR FEB,141468.00,33.321800,4713968.40,8.32%,56632035.00,2225000,89.000000000000,
10/03/2023,BUFB,BJAN,45782C409,INNOVATOR ETFS TR US EQTY BUFR JAN,128541.00,36.764500,4725745.59,8.34%,56632035.00,2225000,89.000000000000,
10/03/2023,BUFB,BJUL,45782C789,INNOVATOR ETFS TR US EQTY BUFR JUL,138525.00,34.470000,4774956.75,8.43%,56632035.00,2225000,89.000000000000,
10/03/2023,BUFB,BJUN,45782C755,INNOVATOR ETFS TR US EQTY BUFR JUN,141712.00,32.850000,4655239.20,8.22%,56632035.00,2225000,89.000000000000,
10/03/2023,BUFB,BMAR,45782C391,INNOVATOR ETFS TR US EQTY BUFR MAR,130411.00,36.328300,4737609.93,8.37%,56632035.00,2225000,89.000000000000,
10/03/2023,BUFB,BMAY,45782C326,INNOVATOR ETFS TR US EQTY BUFR MAY,150768.00,31.078500,4685643.29,8.27%,56632035.00,2225000,89.000000000000,
10/03/2023,BUFB,BNOV,45782C581,INNOVATOR ETFS TR US EQTY BUF NOV,143424.00,32.710100,4691413.38,8.28%,56632035.00,2225000,89.000000000000,
10/03/2023,BUFB,BOCT,45782C771,INNOVATOR ETFS TR US EQTY BUF OCT,133871.00,35.480000,4749743.08,8.39%,56632035.00,2225000,89.000000000000,
10/03/2023,BUFB,BSEP,45782C664,INNOVATOR ETFS TR US EQTY BUF SEP,140944.00,33.610000,4737127.84,8.36%,56632035.00,2225000,89.000000000000,
10/03/2023,BUFB,Cash&Other,Cash&Other,Cash & Other,2260.86,1.000000,2260.86,0.00%,56632035.00,2225000,89.000000000000,Y
10/03/2023,BUFF,PAPR,45782C870,INNOVATOR ETFS TR US EQT PWR BUF,730613.00,30.560000,22327533.28,8.28%,269583120.00,7200000,144.000000000000,
10/03/2023,BUFF,PAUG,45782C680,INNOVATOR ETFS TR US EQTY PWR BF,728574.00,31.030000,22607651.22,8.39%,269583120.00,7200000,144.000000000000,
10/03/2023,BUFF,PDEC,45782C540,INNOVATOR ETFS TR US EQTY PWR BUF,684976.00,32.300000,22124724.80,8.21%,269583120.00,7200000,144.000000000000,
10/03/2023,BUFF,PFEB,45782C417,INNOVATOR ETFS TR US EQTY PWR BUF,735016.00,30.420000,22359186.72,8.29%,269583120.00,7200000,144.000000000000,
10/03/2023,BUFF,PJAN,45782C508,INNOVATOR ETFS TR US EQTY PWR BUF,646135.00,34.830000,22504882.05,8.35%,269583120.00,7200000,144.000000000000,
10/03/2023,BUFF,PJUL,45782C813,INNOVATOR ETFS TR US EQTY PWR BUF,677473.00,33.700000,22830840.10,8.47%,269583120.00,7200000,144.000000000000,
10/03/2023,BUFF,PJUN,45782C748,INNOVATOR ETFS TR US EQTY PWR BUF,700954.00,31.320000,21953879.28,8.14%,269583120.00,7200000,144.000000000000,
10/03/2023,BUFF,PMAR,45782C383,INNOVATOR ETFS TR US EQTY PWR BUF,669098.00,33.500000,22414783.00,8.31%,269583120.00,7200000,144.000000000000,
10/03/2023,BUFF,PMAY,45782C318,INNOVATOR ETFS TR US EQTY PWR BUF,751605.00,29.520000,22187379.60,8.23%,269583120.00,7200000,144.000000000000,
10/03/2023,BUFF,PNOV,45782C573,INNOVATOR ETFS TR US EQTY PWR BUF,674952.00,33.050000,22307163.60,8.27%,269583120.00,7200000,144.000000000000,
10/03/2023,BUFF,POCT,45782C797,INNOVATOR ETFS TR US EQTY PWR BUF,677473.00,33.950000,23000208.35,8.53%,269583120.00,7200000,144.000000000000,
10/03/2023,BUFF,PSEP,45782C656,INNOVATOR ETFS TR US EQTY PWR BUF,699936.00,32.410000,22684925.76,8.41%,269583120.00,7200000,144.000000000000,
10/03/2023,BUFF,Cash&Other,Cash&Other,Cash & Other,272389.69,1.000000,272389.69,0.10%,269583120.00,7200000,144.000000000000,Y
10/03/2023,DBJA,2QQQ  231229C00266270,2QQQ  231229C00266270,QQQ 12/29/2023 266.27 C,236.00,98.558700,2325985.32,32.48%,7160275.00,250000,10.000000000000,
10/03/2023,DBJA,2QQQ  231229C00290400,2QQQ  231229C00290400,QQQ 12/29/2023 290.4 C,-236.00,75.413700,-1779763.32,-24.86%,7160275.00,250000,10.000000000000,
10/03/2023,DBJA,2SPY  231229C00003780,2SPY  231229C00003780,SPY 12/29/2023 3.78 C,164.00,421.938200,6919786.48,96.64%,7160275.00,250000,10.000000000000,
10/03/2023,DBJA,2SPY  231229C00417080,2SPY  231229C00417080,SPY 12/29/2023 417.08 C,-164.00,22.477900,-368637.56,-5.15%,7160275.00,250000,10.000000000000,
10/03/2023,DBJA,2SPY  231229P00348020,2SPY  231229P00348020,SPY 12/29/2023 348.02 P,-164.00,1.095400,-17964.56,-0.25%,7160275.00,250000,10.000000000000,
10/03/2023,DBJA,2SPY  231229P00382410,2SPY  231229P00382410,SPY 12/29/2023 382.41 P,164.00,2.819200,46234.88,0.65%,7160275.00,250000,10.000000000000,
10/03/2023,DBJA,Cash&Other,Cash&Other,Cash & Other,34484.29,1.000000,34484.29,0.48%,7160275.00,250000,10.000000000000,Y
10/03/2023,DSJA,2QQQ  231229C00266300,2QQQ  231229C00266300,QQQ 12/29/2023 266.3 C,68.00,98.529600,670001.28,31.20%,2147707.50,75000,3.000000000000,
10/03/2023,DSJA,2QQQ  231229C00299170,2QQQ  231229C00299170,QQQ 12/29/2023 299.17 C,-68.00,67.177600,-456807.68,-21.27%,2147707.50,75000,3.000000000000,
10/03/2023,DSJA,2SPY  231229C00003870,2SPY  231229C00003870,SPY 12/29/2023 3.87 C,47.00,421.849800,1982694.06,92.32%,2147707.50,75000,3.000000000000,
10/03/2023,DSJA,2SPY  231229C00429660,2SPY  231229C00429660,SPY 12/29/2023 429.66 C,-47.00,13.964300,-65632.21,-3.06%,2147707.50,75000,3.000000000000,
10/03/2023,DSJA,Cash&Other,Cash&Other,Cash & Other,17408.23,1.000000,17408.23,0.81%,2147707.50,75000,3.000000000000,Y
10/03/2023,EALT,4SPY  231229C00001040,4SPY  231229C00001040,SPY 12/29/2023 1.04 C,15.00,424.622800,636934.20,99.55%,639785.00,25000,1.000000000000,
10/03/2023,EALT,4SPY  231229C00456550,4SPY  231229C00456550,SPY 12/29/2023 456.55 C,-15.00,2.667300,-4000.95,-0.63%,639785.00,25000,1.000000000000,
10/03/2023,EALT,4SPY  231229P00363360,4SPY  231229P00363360,SPY 12/29/2023 363.36 P,-15.00,1.626900,-2440.35,-0.38%,639785.00,25000,1.000000000000,
10/03/2023,EALT,4SPY  231229P00406110,4SPY  231229P00406110,SPY 12/29/2023 406.11 P,15.00,5.857700,8786.55,1.37%,639785.00,25000,1.000000000000,
