Date,Account,StockTicker,CUSIP,SecurityName,Shares,Price,MarketValue,Weightings,NetAssets,SharesOutstanding,CreationUnits,MoneyMarketFlag
11/6/2023,BAPR,2SPY  240328P00409400,2SPY  240328P00409400,SPY 03/28/2024 409.4 P,3657,7.2515,2651873.55,1.68%,157849955,4450000,178,
11/6/2023,BAPR,Cash&Other,Cash&Other,Cash & Other,312511.15,1,312511.15,0.20%,157849955,4450000,178,Y
11/6/2023,BAUG,2SPY  240731C00004590,2SPY  240731C00004590,SPY 07/31/2024 4.59 C,4183,425.2243,177871324.7,96.86%,183640600,5500000,220,
11/6/2023,BAUG,2SPY  240731C00550950,2SPY  240731C00550950,SPY 07/31/2024 550.95 C,-4183,0.366,-153097.8,-0.08%,183640600,5500000,220,
11/6/2023,BAUG,2SPY  240731P00416590,2SPY  240731P00416590,SPY 07/31/2024 416.59 P,-4183,13.1978,-5520639.74,-3.01%,183640600,5500000,220,
11/6/2023,BAUG,2SPY  240731P00457800,2SPY  240731P00457800,SPY 07/31/2024 457.8 P,4183,26.4365,11058387.95,6.02%,183640600,5500000,220,
11/6/2023,BAUG,Cash&Other,Cash&Other,Cash & Other,380740.4,1,380740.4,0.21%,183640600,5500000,220,Y
11/6/2023,BDEC,2SPY  231130C00004090,2SPY  231130C00004090,SPY 11/30/2023 4.09 C,2252,430.57,96964364,99.69%,97269975,2750000,110,
11/6/2023,BDEC,2SPY  231130C00509600,2SPY  231130C00509600,SPY 11/30/2023 509.6 C,-2252,0.04,-9008,-0.01%,97269975,2750000,110,
11/6/2023,BDEC,2SPY  231130P00370990,2SPY  231130P00370990,SPY 11/30/2023 370.99 P,-2252,0.25,-56300,-0.06%,97269975,2750000,110,
11/6/2023,BDEC,2SPY  231130P00407690,2SPY  231130P00407690,SPY 11/30/2023 407.69 P,2252,0.85,191420,0.20%,97269975,2750000,110,
11/6/2023,BDEC,Cash&Other,Cash&Other,Cash & Other,177653.91,1,177653.91,0.18%,97269975,2750000,110,Y
11/6/2023,BFEB,2SPY  240131C00004080,2SPY  240131C00004080,SPY 01/31/2024 4.08 C,2405,428.9388,103159781.4,99.27%,103916242.5,3075000,123,
11/6/2023,BFEB,2SPY  240131C00485660,2SPY  240131C00485660,SPY 01/31/2024 485.66 C,-2405,0.3606,-86724.3,-0.08%,103916242.5,3075000,123,
11/6/2023,BFEB,2SPY  240131P00369900,2SPY  240131P00369900,SPY 01/31/2024 369.9 P,-2405,1.4222,-342039.1,-0.33%,103916242.5,3075000,123,
11/6/2023,BFEB,2SPY  240131P00406490,2SPY  240131P00406490,SPY 01/31/2024 406.49 P,2405,4.067,978113.5,0.94%,103916242.5,3075000,123,
11/6/2023,BFEB,Cash&Other,Cash&Other,Cash & Other,204912.4,1,204912.4,0.20%,103916242.5,3075000,123,Y
11/6/2023,BJAN,2SPY  231229C00003840,2SPY  231229C00003840,SPY 12/29/2023 3.84 C,3575,429.0269,153377116.8,99.72%,153809700,4125000,165,
11/6/2023,BJAN,2SPY  231229C00478310,2SPY  231229C00478310,SPY 12/29/2023 478.31 C,-3575,0.1761,-62955.75,-0.04%,153809700,4125000,165,
11/6/2023,BJAN,2SPY  231229P00348010,2SPY  231229P00348010,SPY 12/29/2023 348.01 P,-3575,0.4036,-144287,-0.09%,153809700,4125000,165,
11/6/2023,BJAN,2SPY  231229P00382440,2SPY  231229P00382440,SPY 12/29/2023 382.44 P,3575,1.0084,360503,0.23%,153809700,4125000,165,
11/6/2023,BJAN,Cash&Other,Cash&Other,Cash & Other,276062.3,1,276062.3,0.18%,153809700,4125000,165,Y
11/6/2023,BJUL,2SPY  240628C00004450,2SPY  240628C00004450,SPY 06/28/2024 4.45 C,8036,425.45,341891620,97.50%,350640480,10050000,402,
11/6/2023,BJUL,2SPY  240628C00528610,2SPY  240628C00528610,SPY 06/28/2024 528.61 C,-8036,0.47,-377692,-0.11%,350640480,10050000,402,
11/6/2023,BJUL,2SPY  240628P00403380,2SPY  240628P00403380,SPY 06/28/2024 403.38 P,-8036,9.77,-7851172,-2.24%,350640480,10050000,402,
11/6/2023,BJUL,2SPY  240628P00443290,2SPY  240628P00443290,SPY 06/28/2024 443.29 P,8036,20.18,16216648,4.62%,350640480,10050000,402,
11/6/2023,BJUL,Cash&Other,Cash&Other,Cash & Other,753614.72,1,753614.72,0.21%,350640480,10050000,402,Y
11/6/2023,BJUN,2SPY  240531C00004190,2SPY  240531C00004190,SPY 05/31/2024 4.19 C,2405,427.4333,102797708.7,98.86%,103986250,3125000,125,
11/6/2023,BJUN,2SPY  240531C00501130,2SPY  240531C00501130,SPY 05/31/2024 501.13 C,-2405,1.5971,-384102.55,-0.37%,103986250,3125000,125,
11/6/2023,BJUN,2SPY  240531P00380240,2SPY  240531P00380240,SPY 05/31/2024 380.24 P,-2405,5.3083,-1276646.15,-1.23%,103986250,3125000,125,
11/6/2023,BJUN,2SPY  240531P00417860,2SPY  240531P00417860,SPY 05/31/2024 417.86 P,2405,11.1003,2669622.15,2.57%,103986250,3125000,125,
11/6/2023,BJUN,Cash&Other,Cash&Other,Cash & Other,177460.59,1,177460.59,0.17%,103986250,3125000,125,Y
11/6/2023,BMAR,2SPY  240229C00003970,2SPY  240229C00003970,SPY 02/29/2024 3.97 C,2075,429.1773,89054289.75,99.58%,89433757.5,2425000,97,
11/6/2023,BMAR,2SPY  240229C00480470,2SPY  240229C00480470,SPY 02/29/2024 480.47 C,-2075,1.1965,-248273.75,-0.28%,89433757.5,2425000,97,
11/6/2023,BMAR,2SPY  240229P00360600,2SPY  240229P00360600,SPY 02/29/2024 360.6 P,-2075,1.7278,-358518.5,-0.40%,89433757.5,2425000,97,
11/6/2023,BMAR,2SPY  240229P00396270,2SPY  240229P00396270,SPY 02/29/2024 396.27 P,2075,4.0935,849401.25,0.95%,89433757.5,2425000,97,
11/6/2023,BMAR,Cash&Other,Cash&Other,Cash & Other,134960.83,1,134960.83,0.15%,89433757.5,2425000,97,Y
11/6/2023,BMAY,2SPY  240430C00004170,2SPY  240430C00004170,SPY 04/30/2024 4.17 C,2624,427.4493,112162696.3,98.88%,113438160,3600000,144,
11/6/2023,BMAY,2SPY  240430C00496870,2SPY  240430C00496870,SPY 04/30/2024 496.87 C,-2624,1.2473,-327291.52,-0.29%,113438160,3600000,144,
11/6/2023,BMAY,2SPY  240430P00378500,2SPY  240430P00378500,SPY 04/30/2024 378.5 P,-2624,4.3794,-1149154.56,-1.01%,113438160,3600000,144,
11/6/2023,BMAY,2SPY  240430P00415940,2SPY  240430P00415940,SPY 04/30/2024 415.94 P,2624,9.6585,2534390.4,2.23%,113438160,3600000,144,
11/6/2023,BMAY,Cash&Other,Cash&Other,Cash & Other,215100.71,1,215100.71,0.19%,113438160,3600000,144,Y
11/6/2023,BNOV,4SPY  241031C00004190,4SPY  241031C00004190,SPY 10/31/2024 4.19 C,2331,423.9787,98829434.97,99.52%,99307725,3025000,121,
11/6/2023,BNOV,4SPY  241031C00504220,4SPY  241031C00504220,SPY 10/31/2024 504.22 C,-2331,5.9437,-1385476.47,-1.40%,99307725,3025000,121,
11/6/2023,BNOV,4SPY  241031P00380560,4SPY  241031P00380560,SPY 10/31/2024 380.56 P,-2331,9.445,-2201629.5,-2.22%,99307725,3025000,121,
11/6/2023,BNOV,4SPY  241031P00418210,4SPY  241031P00418210,SPY 10/31/2024 418.21 P,2331,16.4885,3843469.35,3.87%,99307725,3025000,121,
11/6/2023,BNOV,Cash&Other,Cash&Other,Cash & Other,219821.77,1,219821.77,0.22%,99307725,3025000,121,Y
11/6/2023,BOCT,4SPY  240930C00004290,4SPY  240930C00004290,SPY 09/30/2024 4.29 C,4095,423.8152,173552324.4,98.57%,176067290,4900000,196,
11/6/2023,BOCT,4SPY  240930C00514340,4SPY  240930C00514340,SPY 09/30/2024 514.34 C,-4095,2.9797,-1220187.15,-0.69%,176067290,4900000,196,
11/6/2023,BOCT,4SPY  240930P00389010,4SPY  240930P00389010,SPY 09/30/2024 389.01 P,-4095,9.998,-4094181,-2.33%,176067290,4900000,196,
11/6/2023,BOCT,4SPY  240930P00427490,4SPY  240930P00427490,SPY 09/30/2024 427.49 P,4095,18.0728,7400811.6,4.20%,176067290,4900000,196,
11/6/2023,BOCT,Cash&Other,Cash&Other,Cash & Other,424790.32,1,424790.32,0.24%,176067290,4900000,196,Y
11/6/2023,BOUT,ACGL,G0450A105,ARCH CAP GROUP LTD,2800,85.55,239540,2.02%,11863400,400000,8,
11/6/2023,BOUT,AFYA,G01125106,AFYA LTD,7120,17.1,121752,1.03%,11863400,400000,8,
11/6/2023,BOUT,CAH,14149Y108,CARDINAL HEALTH INC,1248,100.21,125062.08,1.05%,11863400,400000,8,
11/6/2023,BOUT,CI,125523100,THE CIGNA GROUP,2256,310.65,700826.4,5.91%,11863400,400000,8,
11/6/2023,BOUT,COOP,62482R107,MR COOPER GROUP INC,8016,58.4,468134.4,3.95%,11863400,400000,8,
11/6/2023,BOUT,EA,285512109,ELECTRONIC ARTS INC,6504,129.59,842853.36,7.10%,11863400,400000,8,
11/6/2023,BOUT,ENSG,29358P101,ENSIGN GROUP INC,1168,102,119136,1.00%,11863400,400000,8,
11/6/2023,BOUT,EURN,B38564108,EURONAV NV,6376,18.13,115596.88,0.97%,11863400,400000,8,
11/6/2023,BOUT,FCN,302941109,FTI CONSULTING INC,1056,215,227040,1.91%,11863400,400000,8,
11/6/2023,BOUT,GD,369550108,GENERAL DYNAMICS CORP,3352,243.21,815239.92,6.87%,11863400,400000,8,
11/6/2023,BOUT,HUM,444859102,HUMANA INC,896,477.01,427400.96,3.60%,11863400,400000,8,
11/6/2023,BOUT,LOPE,38526M106,GRAND CANYON ED INC,1944,137.07,266464.08,2.25%,11863400,400000,8,
11/6/2023,BOUT,MNSO,66981J102,MINISO GROUP HLDG LTD,8768,26.64,233579.52,1.97%,11863400,400000,8,
11/6/2023,BOUT,MOH,60855R100,MOLINA HEALTHCARE INC,2040,337.43,688357.2,5.80%,11863400,400000,8,
11/6/2023,BOUT,MSFT,594918104,MICROSOFT CORP,344,352.8,121363.2,1.02%,11863400,400000,8,
11/6/2023,BOUT,MSTR,594972408,MICROSTRATEGY INC,1120,453.95,508424,4.29%,11863400,400000,8,
11/6/2023,BOUT,NOC,666807102,NORTHROP GRUMMAN CORP,1688,470.58,794339.04,6.70%,11863400,400000,8,
11/6/2023,BOUT,ORI,680223104,OLD REP INTL CORP,29624,28.17,834508.08,7.03%,11863400,400000,8,
11/6/2023,BOUT,PGR,743315103,PROGRESSIVE CORP,5216,156.21,814791.36,6.87%,11863400,400000,8,
11/6/2023,BOUT,UNH,91324P102,UNITEDHEALTH GROUP INC,1304,530.9,692293.6,5.84%,11863400,400000,8,
11/6/2023,BOUT,URBN,917047102,URBAN OUTFITTERS INC,13480,35.81,482718.8,4.07%,11863400,400000,8,
11/6/2023,BOUT,VERX,92538J106,VERTEX INC,10016,23.4,234374.4,1.98%,11863400,400000,8,
11/6/2023,BOUT,VRTX,92532F100,VERTEX PHARMACEUTICALS INC,1280,376.2,481536,4.06%,11863400,400000,8,
11/6/2023,BOUT,VST,92840M102,VISTRA CORP,21424,34.99,749625.76,6.32%,11863400,400000,8,
11/6/2023,BOUT,VTS,92852X103,VITESSE ENERGY INC,29104,24.37,709264.48,5.98%,11863400,400000,8,
11/6/2023,BOUT,Cash&Other,Cash&Other,Cash & Other,48930.47,1,48930.47,0.41%,11863400,400000,8,Y
11/6/2023,BSEP,2SPY  240830C00004520,2SPY  240830C00004520,SPY 08/30/2024 4.52 C,4190,425.4129,178248005.1,97.34%,183122487.5,5375000,215,
11/6/2023,BSEP,2SPY  240830C00539380,2SPY  240830C00539380,SPY 08/30/2024 539.38 C,-4190,0.8298,-347686.2,-0.19%,183122487.5,5375000,215,
11/6/2023,BSEP,2SPY  240830P00409820,2SPY  240830P00409820,SPY 08/30/2024 409.82 P,-4190,12.5544,-5260293.6,-2.87%,183122487.5,5375000,215,
11/6/2023,BSEP,2SPY  240830P00450360,2SPY  240830P00450360,SPY 08/30/2024 450.36 P,4190,23.9724,10044435.6,5.49%,183122487.5,5375000,215,
11/6/2023,BSEP,Cash&Other,Cash&Other,Cash & Other,434158.08,1,434158.08,0.24%,183122487.5,5375000,215,Y
11/6/2023,BSTP,4SPY  241031C00004210,4SPY  241031C00004210,SPY 10/31/2024 4.21 C,972,423.9599,41208902.28,99.74%,41315095,1550000,62,
11/6/2023,BSTP,4SPY  241031C00503090,4SPY  241031C00503090,SPY 10/31/2024 503.09 C,-972,6.1897,-601638.84,-1.46%,41315095,1550000,62,
11/6/2023,BSTP,4SPY  241031P00380590,4SPY  241031P00380590,SPY 10/31/2024 380.59 P,-972,9.4492,-918462.24,-2.22%,41315095,1550000,62,
11/6/2023,BSTP,4SPY  241031P00418230,4SPY  241031P00418230,SPY 10/31/2024 418.23 P,972,16.4933,1603148.76,3.88%,41315095,1550000,62,
11/6/2023,BSTP,Cash&Other,Cash&Other,Cash & Other,22149.13,1,22149.13,0.05%,41315095,1550000,62,Y
11/6/2023,BUFB,BAPR,45782C888,INNOVATOR ETFS TR US EQT BUFR APR,134678,35.4818,4778617.86,8.33%,57381415,2225000,89,
11/6/2023,BUFB,BAUG,45782C698,INNOVATOR ETFS TR US EQUT BUFR AUG,142765,33.46,4776916.9,8.32%,57381415,2225000,89,
11/6/2023,BUFB,BDEC,45782C557,INNOVATOR ETFS TR US EQTY BUF DEC,134741,35.425,4773199.93,8.32%,57381415,2225000,89,
11/6/2023,BUFB,BFEB,45782C433,INNOVATOR ETFS TR US EQTY BUFR FEB,141214,33.803,4773456.84,8.32%,57381415,2225000,89,
11/6/2023,BUFB,BJAN,45782C409,INNOVATOR ETFS TR US EQTY BUFR JAN,127994,37.3208,4776838.48,8.32%,57381415,2225000,89,
11/6/2023,BUFB,BJUL,45782C789,INNOVATOR ETFS TR US EQTY BUFR JUL,136881,34.92,4779884.52,8.33%,57381415,2225000,89,
11/6/2023,BUFB,BJUN,45782C755,INNOVATOR ETFS TR US EQTY BUFR JUN,143522,33.27,4774976.94,8.32%,57381415,2225000,89,
11/6/2023,BUFB,BMAR,45782C391,INNOVATOR ETFS TR US EQTY BUFR MAR,129630,36.8625,4778485.88,8.33%,57381415,2225000,89,
11/6/2023,BUFB,BMAY,45782C326,INNOVATOR ETFS TR US EQTY BUFR MAY,151520,31.5324,4777789.25,8.33%,57381415,2225000,89,
11/6/2023,BUFB,BNOV,45782C581,INNOVATOR ETFS TR US EQTY BUF NOV,143773,32.9266,4733956.06,8.25%,57381415,2225000,89,
11/6/2023,BUFB,BOCT,45782C771,INNOVATOR ETFS TR US EQTY BUF OCT,132945,36.03,4790008.35,8.35%,57381415,2225000,89,
11/6/2023,BUFB,BSEP,45782C664,INNOVATOR ETFS TR US EQTY BUF SEP,140100,34.08,4774608,8.32%,57381415,2225000,89,
11/6/2023,BUFB,Cash&Other,Cash&Other,Cash & Other,92534.27,1,92534.27,0.16%,57381415,2225000,89,Y
11/6/2023,BUFF,PAPR,45782C870,INNOVATOR ETFS TR US EQT PWR BUF,836905,30.97,25918947.85,8.34%,310634040,8200000,164,
11/6/2023,BUFF,PAUG,45782C680,INNOVATOR ETFS TR US EQTY PWR BF,825171,31.37,25885614.27,8.33%,310634040,8200000,164,
11/6/2023,BUFF,PDEC,45782C540,INNOVATOR ETFS TR US EQTY PWR BUF,788034,32.63,25713549.42,8.28%,310634040,8200000,164,
11/6/2023,BUFF,PFEB,45782C417,INNOVATOR ETFS TR US EQTY PWR BUF,838371,30.85,25863745.35,8.33%,310634040,8200000,164,
11/6/2023,BUFF,PJAN,45782C508,INNOVATOR ETFS TR US EQTY PWR BUF,733798,35.33,25925083.34,8.35%,310634040,8200000,164,
11/6/2023,BUFF,PJUL,45782C813,INNOVATOR ETFS TR US EQTY PWR BUF,758942,34.12,25895101.04,8.34%,310634040,8200000,164,
11/6/2023,BUFF,PJUN,45782C748,INNOVATOR ETFS TR US EQTY PWR BUF,817884,31.74,25959638.16,8.36%,310634040,8200000,164,
11/6/2023,BUFF,PMAR,45782C383,INNOVATOR ETFS TR US EQTY PWR BUF,763864,34,25971376,8.36%,310634040,8200000,164,
11/6/2023,BUFF,PMAY,45782C318,INNOVATOR ETFS TR US EQTY PWR BUF,867149,29.91,25936426.59,8.35%,310634040,8200000,164,
11/6/2023,BUFF,PNOV,45782C573,INNOVATOR ETFS TR US EQTY PWR BUF,770449,33.01,25432521.49,8.19%,310634040,8200000,164,
11/6/2023,BUFF,POCT,45782C797,INNOVATOR ETFS TR US EQTY PWR BUF,754091,34.42,25955812.22,8.36%,310634040,8200000,164,
11/6/2023,BUFF,PSEP,45782C656,INNOVATOR ETFS TR US EQTY PWR BUF,788689,32.8068,25874362.29,8.33%,310634040,8200000,164,
11/6/2023,BUFF,Cash&Other,Cash&Other,Cash & Other,301326.79,1,301326.79,0.10%,310634040,8200000,164,Y
11/6/2023,DBJA,2QQQ  231229C00266270,2QQQ  231229C00266270,QQQ 12/29/2023 266.27 C,236,103.2611,2436961.96,33.58%,7256125,250000,10,
11/6/2023,DBJA,2QQQ  231229C00290400,2QQQ  231229C00290400,QQQ 12/29/2023 290.4 C,-236,79.5238,-1876761.68,-25.86%,7256125,250000,10,
11/6/2023,DBJA,2SPY  231229C00003780,2SPY  231229C00003780,SPY 12/29/2023 3.78 C,164,429.0864,7037016.96,96.98%,7256125,250000,10,
11/6/2023,DBJA,2SPY  231229C00417080,2SPY  231229C00417080,SPY 12/29/2023 417.08 C,-164,23.2036,-380539.04,-5.24%,7256125,250000,10,
11/6/2023,DBJA,2SPY  231229P00348020,2SPY  231229P00348020,SPY 12/29/2023 348.02 P,-164,0.4037,-6620.68,-0.09%,7256125,250000,10,
11/6/2023,DBJA,2SPY  231229P00382410,2SPY  231229P00382410,SPY 12/29/2023 382.41 P,164,1.0073,16519.72,0.23%,7256125,250000,10,
11/6/2023,DBJA,Cash&Other,Cash&Other,Cash & Other,29396.22,1,29396.22,0.41%,7256125,250000,10,Y
11/6/2023,DSJA,2QQQ  231229C00266300,2QQQ  231229C00266300,QQQ 12/29/2023 266.3 C,68,103.2315,701974.2,32.08%,2188312.5,75000,3,
11/6/2023,DSJA,2QQQ  231229C00299170,2QQQ  231229C00299170,QQQ 12/29/2023 299.17 C,-68,70.9573,-482509.64,-22.05%,2188312.5,75000,3,
11/6/2023,DSJA,2SPY  231229C00003870,2SPY  231229C00003870,SPY 12/29/2023 3.87 C,47,428.9972,2016286.84,92.14%,2188312.5,75000,3,
11/6/2023,DSJA,2SPY  231229C00429660,2SPY  231229C00429660,SPY 12/29/2023 429.66 C,-47,13.4888,-63397.36,-2.90%,2188312.5,75000,3,
11/6/2023,DSJA,Cash&Other,Cash&Other,Cash & Other,15913.77,1,15913.77,0.73%,2188312.5,75000,3,Y
11/6/2023,EALT,4SPY  231229C00001040,4SPY  231229C00001040,SPY 12/29/2023 1.04 C,300,431.8015,12954045,99.86%,12971650,500000,20,
11/6/2023,EALT,4SPY  231229C00456550,4SPY  231229C00456550,SPY 12/29/2023 456.55 C,-300,1.5647,-46941,-0.36%,12971650,500000,20,
11/6/2023,EALT,4SPY  231229P00363360,4SPY  231229P00363360,SPY 12/29/2023 363.36 P,-300,0.5697,-17091,-0.13%,12971650,500000,20,
11/6/2023,EALT,4SPY  231229P00406110,4SPY  231229P00406110,SPY 12/29/2023 406.11 P,300,2.449,73470,0.57%,12971650,500000,20,
11/6/2023,EALT,Cash&Other,Cash&Other,Cash & Other,7924.27,1,7924.27,0.06%,12971650,500000,20,Y
11/6/2023,EAPR,2EEM  240328C00000390,2EEM  240328C00000390,EEM 03/28/2024 0.39 C,15805,37.47,59221335,95.86%,61777830,2550000,102,
11/6/2023,EAPR,2EEM  240328C00046810,2EEM  240328C00046810,EEM 03/28/2024 46.81 C,-15805,0.04,-63220,-0.10%,61777830,2550000,102,
11/6/2023,EAPR,2EEM  240328P00033540,2EEM  240328P00033540,EEM 03/28/2024 33.54 P,-15805,0.37,-584785,-0.95%,61777830,2550000,102,
11/6/2023,EAPR,2EEM  240328P00039460,2EEM  240328P00039460,EEM 03/28/2024 39.46 P,15805,1.98,3129390,5.07%,61777830,2550000,102,
11/6/2023,EAPR,Cash&Other,Cash&Other,Cash & Other,73971.1,1,73971.1,0.12%,61777830,2550000,102,Y
11/6/2023,EJAN,2EEM  231229C00000380,2EEM  231229C00000380,EEM 12/29/2023 0.38 C,86502,37.46,324036492,97.82%,331253295,12050000,482,
11/6/2023,EJAN,2EEM  231229C00047210,2EEM  231229C00047210,EEM 12/29/2023 47.21 C,-86502,0.04,-346008,-0.10%,331253295,12050000,482,
11/6/2023,EJAN,2EEM  231229P00032220,2EEM  231229P00032220,EEM 12/29/2023 32.22 P,-86502,0.05,-432510,-0.13%,331253295,12050000,482,
11/6/2023,EJAN,2EEM  231229P00037900,2EEM  231229P00037900,EEM 12/29/2023 37.9 P,86502,0.88,7612176,2.30%,331253295,12050000,482,
11/6/2023,EJAN,Cash&Other,Cash&Other,Cash & Other,384705.21,1,384705.21,0.12%,331253295,12050000,482,Y
11/6/2023,EJUL,2EEM  240628C00000400,2EEM  240628C00000400,EEM 06/28/2024 0.4 C,26620,37.23,99106260,95.94%,103299560,4550000,182,
11/6/2023,EJUL,2EEM  240628C00046800,2EEM  240628C00046800,EEM 06/28/2024 46.8 C,-26620,0.16,-425920,-0.41%,103299560,4550000,182,
11/6/2023,EJUL,2EEM  240628P00033630,2EEM  240628P00033630,EEM 06/28/2024 33.63 P,-26620,0.7,-1863400,-1.80%,103299560,4550000,182,
11/6/2023,EJUL,2EEM  240628P00039560,2EEM  240628P00039560,EEM 06/28/2024 39.56 P,26620,2.39,6362180,6.16%,103299560,4550000,182,
11/6/2023,EJUL,Cash&Other,Cash&Other,Cash & Other,117937.37,1,117937.37,0.11%,103299560,4550000,182,Y
11/6/2023,EOCT,4EEM  240930C00000380,4EEM  240930C00000380,EEM 09/30/2024 0.38 C,11938,37.0768,44262283.84,97.94%,45192400,2000000,80,
11/6/2023,EOCT,4EEM  240930C00045760,4EEM  240930C00045760,EEM 09/30/2024 45.76 C,-11938,0.5745,-685838.1,-1.52%,45192400,2000000,80,
11/6/2023,EOCT,4EEM  240930P00032260,4EEM  240930P00032260,EEM 09/30/2024 32.26 P,-11938,0.7027,-838883.26,-1.86%,45192400,2000000,80,
11/6/2023,EOCT,4EEM  240930P00037950,4EEM  240930P00037950,EEM 09/30/2024 37.95 P,11938,2.0051,2393688.38,5.30%,45192400,2000000,80,
