Date,Account,StockTicker,CUSIP,SecurityName,Shares,Price,MarketValue,Weightings,NetAssets,SharesOutstanding,CreationUnits,MoneyMarketFlag
11/07/2023,APRJ,912797LL9,912797LL9,UNITED STATES TREAS BILLS 03/21/2024,49255800.00,98.036875,48288847.08,98.67%,48940697.50,1975000,79.000000000000,
11/07/2023,APRJ,Cash&Other,Cash&Other,Cash & Other,60670.13,1.000000,60670.13,0.12%,48940697.50,1975000,79.000000000000,Y
11/07/2023,APRQ,4SPX  240328P02424270,4SPX  240328P02424270,SPX 03/28/2024 2424.27 P,2868.00,2.490000,714132.00,2.41%,29621880.00,1200000,48.000000000000,
11/07/2023,APRQ,4SPX  240328P02465360,4SPX  240328P02465360,SPX 03/28/2024 2465.36 P,-2916.00,2.730000,-796068.00,-2.69%,29621880.00,1200000,48.000000000000,
11/07/2023,APRQ,4XSP  240328P00246540,4XSP  240328P00246540,XSP 03/28/2024 246.54 P,-237.00,0.270000,-6399.00,-0.02%,29621880.00,1200000,48.000000000000,
11/07/2023,APRQ,912796ZN2,912796ZN2,UNITED STATES TREAS BILLS 12/28/2023,404800.00,99.253771,401779.27,1.36%,29621880.00,1200000,48.000000000000,
11/07/2023,APRQ,912797LL9,912797LL9,UNITED STATES TREAS BILLS 03/21/2024,29848000.00,98.036875,29262046.45,98.79%,29621880.00,1200000,48.000000000000,
11/07/2023,APRQ,Cash&Other,Cash&Other,Cash & Other,47226.22,1.000000,47226.22,0.16%,29621880.00,1200000,48.000000000000,Y
11/07/2023,BALT,4SPY  231229C00001070,4SPY  231229C00001070,SPY 12/29/2023 1.07 C,11461.00,432.590000,495791399.00,100.49%,493394880.00,17600000,704.000000000000,
11/07/2023,BALT,4SPY  231229C00439490,4SPY  231229C00439490,SPY 12/29/2023 439.49 C,-11461.00,7.590000,-8698899.00,-1.76%,493394880.00,17600000,704.000000000000,
11/07/2023,BALT,4SPY  231229P00341980,4SPY  231229P00341980,SPY 12/29/2023 341.98 P,-11461.00,0.270000,-309447.00,-0.06%,493394880.00,17600000,704.000000000000,
11/07/2023,BALT,4SPY  231229P00427480,4SPY  231229P00427480,SPY 12/29/2023 427.48 P,11461.00,5.400000,6188940.00,1.25%,493394880.00,17600000,704.000000000000,
11/07/2023,BALT,Cash&Other,Cash&Other,Cash & Other,413664.54,1.000000,413664.54,0.08%,493394880.00,17600000,704.000000000000,Y
11/07/2023,BAPR,2SPY  240328C00004110,2SPY  240328C00004110,SPY 03/28/2024 4.11 C,3657.00,428.540900,156717407.13,99.09%,158156115.00,4450000,178.000000000000,
11/07/2023,BAPR,2SPY  240328C00491840,2SPY  240328C00491840,SPY 03/28/2024 491.84 C,-3657.00,0.838100,-306493.17,-0.19%,158156115.00,4450000,178.000000000000,
11/07/2023,BAPR,2SPY  240328P00372540,2SPY  240328P00372540,SPY 03/28/2024 372.54 P,-3657.00,2.845000,-1040416.50,-0.66%,158156115.00,4450000,178.000000000000,
11/07/2023,BAPR,2SPY  240328P00409400,2SPY  240328P00409400,SPY 03/28/2024 409.4 P,3657.00,6.762000,2472863.40,1.56%,158156115.00,4450000,178.000000000000,
11/07/2023,BAPR,Cash&Other,Cash&Other,Cash & Other,309402.89,1.000000,309402.89,0.20%,158156115.00,4450000,178.000000000000,Y
11/07/2023,BAUG,2SPY  240731C00004590,2SPY  240731C00004590,SPY 07/31/2024 4.59 C,4183.00,426.202100,178280338.43,96.91%,183959050.00,5500000,220.000000000000,
11/07/2023,BAUG,2SPY  240731C00550950,2SPY  240731C00550950,SPY 07/31/2024 550.95 C,-4183.00,0.351100,-146865.13,-0.08%,183959050.00,5500000,220.000000000000,
11/07/2023,BAUG,2SPY  240731P00416590,2SPY  240731P00416590,SPY 07/31/2024 416.59 P,-4183.00,12.732800,-5326130.24,-2.90%,183959050.00,5500000,220.000000000000,
11/07/2023,BAUG,2SPY  240731P00457800,2SPY  240731P00457800,SPY 07/31/2024 457.8 P,4183.00,25.748900,10770764.87,5.85%,183959050.00,5500000,220.000000000000,
11/07/2023,BAUG,Cash&Other,Cash&Other,Cash & Other,377043.34,1.000000,377043.34,0.20%,183959050.00,5500000,220.000000000000,Y
11/07/2023,BDEC,2SPY  231130C00004090,2SPY  231130C00004090,SPY 11/30/2023 4.09 C,2252.00,431.635200,97204247.04,99.71%,97483925.00,2750000,110.000000000000,
11/07/2023,BDEC,2SPY  231130C00509600,2SPY  231130C00509600,SPY 11/30/2023 509.6 C,-2252.00,0.007500,-1689.00,0.00%,97483925.00,2750000,110.000000000000,
11/07/2023,BDEC,2SPY  231130P00370990,2SPY  231130P00370990,SPY 11/30/2023 370.99 P,-2252.00,0.157000,-35356.40,-0.04%,97483925.00,2750000,110.000000000000,
11/07/2023,BDEC,2SPY  231130P00407690,2SPY  231130P00407690,SPY 11/30/2023 407.69 P,2252.00,0.617300,139015.96,0.14%,97483925.00,2750000,110.000000000000,
11/07/2023,BDEC,Cash&Other,Cash&Other,Cash & Other,175640.09,1.000000,175640.09,0.18%,97483925.00,2750000,110.000000000000,Y
11/07/2023,BFEB,2SPY  240131C00004080,2SPY  240131C00004080,SPY 01/31/2024 4.08 C,2405.00,429.962400,103405957.20,99.32%,104118885.00,3075000,123.000000000000,
11/07/2023,BFEB,2SPY  240131C00485660,2SPY  240131C00485660,SPY 01/31/2024 485.66 C,-2405.00,0.302000,-72631.00,-0.07%,104118885.00,3075000,123.000000000000,
11/07/2023,BFEB,2SPY  240131P00369900,2SPY  240131P00369900,SPY 01/31/2024 369.9 P,-2405.00,1.234000,-296777.00,-0.29%,104118885.00,3075000,123.000000000000,
11/07/2023,BFEB,2SPY  240131P00406490,2SPY  240131P00406490,SPY 01/31/2024 406.49 P,2405.00,3.648800,877536.40,0.84%,104118885.00,3075000,123.000000000000,
11/07/2023,BFEB,Cash&Other,Cash&Other,Cash & Other,202582.03,1.000000,202582.03,0.19%,104118885.00,3075000,123.000000000000,Y
11/07/2023,BJAN,2SPY  231229C00003840,2SPY  231229C00003840,SPY 12/29/2023 3.84 C,3575.00,430.071400,153750525.50,99.74%,154158262.50,4125000,165.000000000000,
11/07/2023,BJAN,2SPY  231229C00478310,2SPY  231229C00478310,SPY 12/29/2023 478.31 C,-3575.00,0.137700,-49227.75,-0.03%,154158262.50,4125000,165.000000000000,
11/07/2023,BJAN,2SPY  231229P00348010,2SPY  231229P00348010,SPY 12/29/2023 348.01 P,-3575.00,0.332700,-118940.25,-0.08%,154158262.50,4125000,165.000000000000,
11/07/2023,BJAN,2SPY  231229P00382440,2SPY  231229P00382440,SPY 12/29/2023 382.44 P,3575.00,0.837800,299513.50,0.19%,154158262.50,4125000,165.000000000000,
11/07/2023,BJAN,Cash&Other,Cash&Other,Cash & Other,273120.54,1.000000,273120.54,0.18%,154158262.50,4125000,165.000000000000,Y
11/07/2023,BJUL,2SPY  240628C00004450,2SPY  240628C00004450,SPY 06/28/2024 4.45 C,8036.00,426.288900,342565760.04,97.58%,351058560.00,10050000,402.000000000000,
11/07/2023,BJUL,2SPY  240628C00528610,2SPY  240628C00528610,SPY 06/28/2024 528.61 C,-8036.00,0.514800,-413693.28,-0.12%,351058560.00,10050000,402.000000000000,
11/07/2023,BJUL,2SPY  240628P00403380,2SPY  240628P00403380,SPY 06/28/2024 403.38 P,-8036.00,9.184800,-7380905.28,-2.10%,351058560.00,10050000,402.000000000000,
11/07/2023,BJUL,2SPY  240628P00443290,2SPY  240628P00443290,SPY 06/28/2024 443.29 P,8036.00,19.330300,15533829.08,4.42%,351058560.00,10050000,402.000000000000,
11/07/2023,BJUL,Cash&Other,Cash&Other,Cash & Other,746134.03,1.000000,746134.03,0.21%,351058560.00,10050000,402.000000000000,Y
11/07/2023,BJUN,2SPY  240531C00004190,2SPY  240531C00004190,SPY 05/31/2024 4.19 C,2405.00,428.441200,103040108.60,98.89%,104192500.00,3125000,125.000000000000,
11/07/2023,BJUN,2SPY  240531C00501130,2SPY  240531C00501130,SPY 05/31/2024 501.13 C,-2405.00,1.518000,-365079.00,-0.35%,104192500.00,3125000,125.000000000000,
11/07/2023,BJUN,2SPY  240531P00380240,2SPY  240531P00380240,SPY 05/31/2024 380.24 P,-2405.00,4.990500,-1200215.25,-1.15%,104192500.00,3125000,125.000000000000,
11/07/2023,BJUN,2SPY  240531P00417860,2SPY  240531P00417860,SPY 05/31/2024 417.86 P,2405.00,10.562100,2540185.05,2.44%,104192500.00,3125000,125.000000000000,
11/07/2023,BJUN,Cash&Other,Cash&Other,Cash & Other,175289.54,1.000000,175289.54,0.17%,104192500.00,3125000,125.000000000000,Y
11/07/2023,BMAR,2SPY  240229C00003970,2SPY  240229C00003970,SPY 02/29/2024 3.97 C,2053.00,430.050000,88289265.00,99.59%,88654320.00,2400000,96.000000000000,
11/07/2023,BMAR,2SPY  240229C00480470,2SPY  240229C00480470,SPY 02/29/2024 480.47 C,-2053.00,1.150000,-236095.00,-0.27%,88654320.00,2400000,96.000000000000,
11/07/2023,BMAR,2SPY  240229P00360600,2SPY  240229P00360600,SPY 02/29/2024 360.6 P,-2053.00,1.530000,-314109.00,-0.35%,88654320.00,2400000,96.000000000000,
11/07/2023,BMAR,2SPY  240229P00396270,2SPY  240229P00396270,SPY 02/29/2024 396.27 P,2053.00,3.680000,755504.00,0.85%,88654320.00,2400000,96.000000000000,
11/07/2023,BMAR,Cash&Other,Cash&Other,Cash & Other,157834.53,1.000000,157834.53,0.18%,88654320.00,2400000,96.000000000000,Y
11/07/2023,BMAY,2SPY  240430C00004170,2SPY  240430C00004170,SPY 04/30/2024 4.17 C,2624.00,428.453600,112426224.64,98.91%,113659560.00,3600000,144.000000000000,
11/07/2023,BMAY,2SPY  240430C00496870,2SPY  240430C00496870,SPY 04/30/2024 496.87 C,-2624.00,1.168400,-306588.16,-0.27%,113659560.00,3600000,144.000000000000,
11/07/2023,BMAY,2SPY  240430P00378500,2SPY  240430P00378500,SPY 04/30/2024 378.5 P,-2624.00,4.074800,-1069227.52,-0.94%,113659560.00,3600000,144.000000000000,
11/07/2023,BMAY,2SPY  240430P00415940,2SPY  240430P00415940,SPY 04/30/2024 415.94 P,2624.00,9.124200,2394190.08,2.11%,113659560.00,3600000,144.000000000000,
11/07/2023,BMAY,Cash&Other,Cash&Other,Cash & Other,212553.83,1.000000,212553.83,0.19%,113659560.00,3600000,144.000000000000,Y
11/07/2023,BNOV,4SPY  241031C00004190,4SPY  241031C00004190,SPY 10/31/2024 4.19 C,2331.00,425.029700,99074423.07,99.55%,99522802.50,3025000,121.000000000000,
11/07/2023,BNOV,4SPY  241031C00504220,4SPY  241031C00504220,SPY 10/31/2024 504.22 C,-2331.00,5.892600,-1373565.06,-1.38%,99522802.50,3025000,121.000000000000,
11/07/2023,BNOV,4SPY  241031P00380560,4SPY  241031P00380560,SPY 10/31/2024 380.56 P,-2331.00,9.093100,-2119601.61,-2.13%,99522802.50,3025000,121.000000000000,
11/07/2023,BNOV,4SPY  241031P00418210,4SPY  241031P00418210,SPY 10/31/2024 418.21 P,2331.00,15.966000,3721674.60,3.74%,99522802.50,3025000,121.000000000000,
11/07/2023,BNOV,Cash&Other,Cash&Other,Cash & Other,217776.04,1.000000,217776.04,0.22%,99522802.50,3025000,121.000000000000,Y
11/07/2023,BOCT,4SPY  240930C00004290,4SPY  240930C00004290,SPY 09/30/2024 4.29 C,4095.00,424.876600,173986967.70,98.60%,176452430.00,4900000,196.000000000000,
11/07/2023,BOCT,4SPY  240930C00514340,4SPY  240930C00514340,SPY 09/30/2024 514.34 C,-4095.00,2.934700,-1201759.65,-0.68%,176452430.00,4900000,196.000000000000,
11/07/2023,BOCT,4SPY  240930P00389010,4SPY  240930P00389010,SPY 09/30/2024 389.01 P,-4095.00,9.611600,-3935950.20,-2.23%,176452430.00,4900000,196.000000000000,
11/07/2023,BOCT,4SPY  240930P00427490,4SPY  240930P00427490,SPY 09/30/2024 427.49 P,4095.00,17.528900,7178084.55,4.07%,176452430.00,4900000,196.000000000000,
11/07/2023,BOCT,Cash&Other,Cash&Other,Cash & Other,421395.93,1.000000,421395.93,0.24%,176452430.00,4900000,196.000000000000,Y
11/07/2023,BOUT,ACGL,G0450A105,ARCH CAP GROUP LTD,2800.00,85.160000,238448.00,2.00%,11893520.00,400000,8.000000000000,
11/07/2023,BOUT,AFYA,G01125106,AFYA LTD,7120.00,17.160000,122179.20,1.03%,11893520.00,400000,8.000000000000,
11/07/2023,BOUT,CAH,14149Y108,CARDINAL HEALTH INC,1248.00,101.660000,126871.68,1.07%,11893520.00,400000,8.000000000000,
11/07/2023,BOUT,CI,125523100,THE CIGNA GROUP,2256.00,306.840000,692231.04,5.82%,11893520.00,400000,8.000000000000,
11/07/2023,BOUT,COOP,62482R107,MR COOPER GROUP INC,8016.00,57.970000,464687.52,3.91%,11893520.00,400000,8.000000000000,
11/07/2023,BOUT,EA,285512109,ELECTRONIC ARTS INC,6504.00,129.270000,840772.08,7.07%,11893520.00,400000,8.000000000000,
11/07/2023,BOUT,ENSG,29358P101,ENSIGN GROUP INC,1168.00,101.760000,118855.68,1.00%,11893520.00,400000,8.000000000000,
11/07/2023,BOUT,EURN,B38564108,EURONAV NV,6376.00,17.950000,114449.20,0.96%,11893520.00,400000,8.000000000000,
11/07/2023,BOUT,FCN,302941109,FTI CONSULTING INC,1056.00,216.710000,228845.76,1.92%,11893520.00,400000,8.000000000000,
11/07/2023,BOUT,GD,369550108,GENERAL DYNAMICS CORP,3352.00,243.930000,817653.36,6.87%,11893520.00,400000,8.000000000000,
11/07/2023,BOUT,HUM,444859102,HUMANA INC,896.00,487.310000,436629.76,3.67%,11893520.00,400000,8.000000000000,
11/07/2023,BOUT,LOPE,38526M106,GRAND CANYON ED INC,1944.00,135.910000,264209.04,2.22%,11893520.00,400000,8.000000000000,
11/07/2023,BOUT,MNSO,66981J102,MINISO GROUP HLDG LTD,8768.00,27.010000,236823.68,1.99%,11893520.00,400000,8.000000000000,
11/07/2023,BOUT,MOH,60855R100,MOLINA HEALTHCARE INC,2040.00,348.530000,711001.20,5.98%,11893520.00,400000,8.000000000000,
11/07/2023,BOUT,MSFT,594918104,MICROSOFT CORP,344.00,356.530000,122646.32,1.03%,11893520.00,400000,8.000000000000,
11/07/2023,BOUT,MSTR,594972408,MICROSTRATEGY INC,1120.00,459.630000,514785.60,4.33%,11893520.00,400000,8.000000000000,
11/07/2023,BOUT,NOC,666807102,NORTHROP GRUMMAN CORP,1688.00,471.000000,795048.00,6.68%,11893520.00,400000,8.000000000000,
11/07/2023,BOUT,ORI,680223104,OLD REP INTL CORP,29624.00,27.980000,828879.52,6.97%,11893520.00,400000,8.000000000000,
11/07/2023,BOUT,PGR,743315103,PROGRESSIVE CORP,5216.00,158.230000,825327.68,6.94%,11893520.00,400000,8.000000000000,
11/07/2023,BOUT,UNH,91324P102,UNITEDHEALTH GROUP INC,1304.00,533.460000,695631.84,5.85%,11893520.00,400000,8.000000000000,
11/07/2023,BOUT,URBN,917047102,URBAN OUTFITTERS INC,13480.00,35.680000,480966.40,4.04%,11893520.00,400000,8.000000000000,
11/07/2023,BOUT,VERX,92538J106,VERTEX INC,10016.00,22.190000,222255.04,1.87%,11893520.00,400000,8.000000000000,
11/07/2023,BOUT,VRTX,92532F100,VERTEX PHARMACEUTICALS INC,1280.00,385.760000,493772.80,4.15%,11893520.00,400000,8.000000000000,
11/07/2023,BOUT,VST,92840M102,VISTRA CORP,21424.00,35.330000,756909.92,6.36%,11893520.00,400000,8.000000000000,
11/07/2023,BOUT,VTS,92852X103,VITESSE ENERGY INC,29104.00,23.870000,694712.48,5.84%,11893520.00,400000,8.000000000000,
11/07/2023,BOUT,Cash&Other,Cash&Other,Cash & Other,48698.36,1.000000,48698.36,0.41%,11893520.00,400000,8.000000000000,Y
11/07/2023,BSEP,2SPY  240830C00004520,2SPY  240830C00004520,SPY 08/30/2024 4.52 C,4190.00,426.399800,178661516.20,97.38%,183465412.50,5375000,215.000000000000,
11/07/2023,BSEP,2SPY  240830C00539380,2SPY  240830C00539380,SPY 08/30/2024 539.38 C,-4190.00,0.809100,-339012.90,-0.18%,183465412.50,5375000,215.000000000000,
11/07/2023,BSEP,2SPY  240830P00409820,2SPY  240830P00409820,SPY 08/30/2024 409.82 P,-4190.00,12.112400,-5075095.60,-2.77%,183465412.50,5375000,215.000000000000,
11/07/2023,BSEP,2SPY  240830P00450360,2SPY  240830P00450360,SPY 08/30/2024 450.36 P,4190.00,23.349900,9783608.10,5.33%,183465412.50,5375000,215.000000000000,
11/07/2023,BSEP,Cash&Other,Cash&Other,Cash & Other,430519.58,1.000000,430519.58,0.23%,183465412.50,5375000,215.000000000000,Y
11/07/2023,BSTP,4SPY  241031C00004210,4SPY  241031C00004210,SPY 10/31/2024 4.21 C,972.00,425.010900,41311059.48,99.77%,41404530.00,1550000,62.000000000000,
11/07/2023,BSTP,4SPY  241031C00503090,4SPY  241031C00503090,SPY 10/31/2024 503.09 C,-972.00,6.140400,-596846.88,-1.44%,41404530.00,1550000,62.000000000000,
11/07/2023,BSTP,4SPY  241031P00380590,4SPY  241031P00380590,SPY 10/31/2024 380.59 P,-972.00,9.097200,-884247.84,-2.14%,41404530.00,1550000,62.000000000000,
11/07/2023,BSTP,4SPY  241031P00418230,4SPY  241031P00418230,SPY 10/31/2024 418.23 P,972.00,15.970700,1552352.04,3.75%,41404530.00,1550000,62.000000000000,
11/07/2023,BSTP,Cash&Other,Cash&Other,Cash & Other,21214.80,1.000000,21214.80,0.05%,41404530.00,1550000,62.000000000000,Y
11/07/2023,BUFB,BAPR,45782C888,INNOVATOR ETFS TR US EQT BUFR APR,134678.00,35.500000,4781069.00,8.33%,57428140.00,2225000,89.000000000000,
11/07/2023,BUFB,BAUG,45782C698,INNOVATOR ETFS TR US EQUT BUFR AUG,142765.00,33.520000,4785482.80,8.33%,57428140.00,2225000,89.000000000000,
11/07/2023,BUFB,BDEC,45782C557,INNOVATOR ETFS TR US EQTY BUF DEC,134741.00,35.380000,4767136.58,8.30%,57428140.00,2225000,89.000000000000,
11/07/2023,BUFB,BFEB,45782C433,INNOVATOR ETFS TR US EQTY BUFR FEB,141214.00,33.827300,4776888.34,8.32%,57428140.00,2225000,89.000000000000,
11/07/2023,BUFB,BJAN,45782C409,INNOVATOR ETFS TR US EQTY BUFR JAN,127994.00,37.335900,4778771.18,8.32%,57428140.00,2225000,89.000000000000,
11/07/2023,BUFB,BJUL,45782C789,INNOVATOR ETFS TR US EQTY BUFR JUL,136881.00,34.931900,4781513.40,8.33%,57428140.00,2225000,89.000000000000,
11/07/2023,BUFB,BJUN,45782C755,INNOVATOR ETFS TR US EQTY BUFR JUN,143522.00,33.335900,4784435.04,8.33%,57428140.00,2225000,89.000000000000,
11/07/2023,BUFB,BMAR,45782C391,INNOVATOR ETFS TR US EQTY BUFR MAR,129630.00,36.894500,4782634.04,8.33%,57428140.00,2225000,89.000000000000,
11/07/2023,BUFB,BMAY,45782C326,INNOVATOR ETFS TR US EQTY BUFR MAY,151520.00,31.556900,4781501.49,8.33%,57428140.00,2225000,89.000000000000,
11/07/2023,BUFB,BNOV,45782C581,INNOVATOR ETFS TR US EQTY BUF NOV,143773.00,32.990000,4743071.27,8.26%,57428140.00,2225000,89.000000000000,
11/07/2023,BUFB,BOCT,45782C771,INNOVATOR ETFS TR US EQTY BUF OCT,132945.00,36.041100,4791484.04,8.34%,57428140.00,2225000,89.000000000000,
11/07/2023,BUFB,BSEP,45782C664,INNOVATOR ETFS TR US EQTY BUF SEP,140100.00,34.130000,4781613.00,8.33%,57428140.00,2225000,89.000000000000,
11/07/2023,BUFB,Cash&Other,Cash&Other,Cash & Other,92398.09,1.000000,92398.09,0.16%,57428140.00,2225000,89.000000000000,Y
11/07/2023,BUFF,PAPR,45782C870,INNOVATOR ETFS TR US EQT PWR BUF,842008.00,31.010000,26110668.08,8.34%,312953850.00,8250000,165.000000000000,
11/07/2023,BUFF,PAUG,45782C680,INNOVATOR ETFS TR US EQTY PWR BF,830202.00,31.460000,26118154.92,8.35%,312953850.00,8250000,165.000000000000,
11/07/2023,BUFF,PDEC,45782C540,INNOVATOR ETFS TR US EQTY PWR BUF,792839.00,32.688500,25916717.65,8.28%,312953850.00,8250000,165.000000000000,
11/07/2023,BUFF,PFEB,45782C417,INNOVATOR ETFS TR US EQTY PWR BUF,843483.00,30.890200,26055358.57,8.33%,312953850.00,8250000,165.000000000000,
11/07/2023,BUFF,PJAN,45782C508,INNOVATOR ETFS TR US EQTY PWR BUF,738272.00,35.406900,26139922.88,8.35%,312953850.00,8250000,165.000000000000,
11/07/2023,BUFF,PJUL,45782C813,INNOVATOR ETFS TR US EQTY PWR BUF,763569.00,34.110000,26045338.59,8.32%,312953850.00,8250000,165.000000000000,
11/07/2023,BUFF,PJUN,45782C748,INNOVATOR ETFS TR US EQTY PWR BUF,822871.00,31.781200,26151827.83,8.36%,312953850.00,8250000,165.000000000000,
11/07/2023,BUFF,PMAR,45782C383,INNOVATOR ETFS TR US EQTY PWR BUF,768521.00,34.063000,26178130.82,8.36%,312953850.00,8250000,165.000000000000,
11/07/2023,BUFF,PMAY,45782C318,INNOVATOR ETFS TR US EQTY PWR BUF,872436.00,29.895000,26081474.22,8.33%,312953850.00,8250000,165.000000000000,
11/07/2023,BUFF,PNOV,45782C573,INNOVATOR ETFS TR US EQTY PWR BUF,775146.00,33.040000,25610823.84,8.18%,312953850.00,8250000,165.000000000000,
11/07/2023,BUFF,POCT,45782C797,INNOVATOR ETFS TR US EQTY PWR BUF,758689.00,34.480000,26159596.72,8.36%,312953850.00,8250000,165.000000000000,
11/07/2023,BUFF,PSEP,45782C656,INNOVATOR ETFS TR US EQTY PWR BUF,793498.00,32.870000,26082279.26,8.33%,312953850.00,8250000,165.000000000000,
11/07/2023,BUFF,Cash&Other,Cash&Other,Cash & Other,304369.76,1.000000,304369.76,0.10%,312953850.00,8250000,165.000000000000,Y
11/07/2023,DBJA,2QQQ  231229C00266270,2QQQ  231229C00266270,QQQ 12/29/2023 266.27 C,236.00,104.717600,2471335.36,34.01%,7265875.00,250000,10.000000000000,
11/07/2023,DBJA,2QQQ  231229C00290400,2QQQ  231229C00290400,QQQ 12/29/2023 290.4 C,-236.00,80.947400,-1910358.64,-26.29%,7265875.00,250000,10.000000000000,
11/07/2023,DBJA,2SPY  231229C00003780,2SPY  231229C00003780,SPY 12/29/2023 3.78 C,164.00,430.130900,7054146.76,97.09%,7265875.00,250000,10.000000000000,
11/07/2023,DBJA,2SPY  231229C00417080,2SPY  231229C00417080,SPY 12/29/2023 417.08 C,-164.00,23.592800,-386921.92,-5.33%,7265875.00,250000,10.000000000000,
11/07/2023,DBJA,2SPY  231229P00348020,2SPY  231229P00348020,SPY 12/29/2023 348.02 P,-164.00,0.332800,-5457.92,-0.08%,7265875.00,250000,10.000000000000,
11/07/2023,DBJA,2SPY  231229P00382410,2SPY  231229P00382410,SPY 12/29/2023 382.41 P,164.00,0.836900,13725.16,0.19%,7265875.00,250000,10.000000000000,
11/07/2023,DBJA,Cash&Other,Cash&Other,Cash & Other,29254.46,1.000000,29254.46,0.40%,7265875.00,250000,10.000000000000,Y
11/07/2023,DSJA,2QQQ  231229C00266300,2QQQ  231229C00266300,QQQ 12/29/2023 266.3 C,68.00,104.688000,711878.40,32.47%,2192482.50,75000,3.000000000000,
11/07/2023,DSJA,2QQQ  231229C00299170,2QQQ  231229C00299170,QQQ 12/29/2023 299.17 C,-68.00,72.354700,-492011.96,-22.44%,2192482.50,75000,3.000000000000,
11/07/2023,DSJA,2SPY  231229C00003870,2SPY  231229C00003870,SPY 12/29/2023 3.87 C,47.00,430.041700,2021195.99,92.19%,2192482.50,75000,3.000000000000,
11/07/2023,DSJA,2SPY  231229C00429660,2SPY  231229C00429660,SPY 12/29/2023 429.66 C,-47.00,13.721800,-64492.46,-2.94%,2192482.50,75000,3.000000000000,
11/07/2023,DSJA,Cash&Other,Cash&Other,Cash & Other,15867.75,1.000000,15867.75,0.72%,2192482.50,75000,3.000000000000,Y
11/07/2023,EALT,4SPY  231229C00001040,4SPY  231229C00001040,SPY 12/29/2023 1.04 C,300.00,432.843500,12985305.00,99.91%,12996850.00,500000,20.000000000000,
11/07/2023,EALT,4SPY  231229C00456550,4SPY  231229C00456550,SPY 12/29/2023 456.55 C,-300.00,1.511900,-45357.00,-0.35%,12996850.00,500000,20.000000000000,
11/07/2023,EALT,4SPY  231229P00363360,4SPY  231229P00363360,SPY 12/29/2023 363.36 P,-300.00,0.472600,-14178.00,-0.11%,12996850.00,500000,20.000000000000,
11/07/2023,EALT,4SPY  231229P00406110,4SPY  231229P00406110,SPY 12/29/2023 406.11 P,300.00,2.104700,63141.00,0.49%,12996850.00,500000,20.000000000000,
