Date,Account,StockTicker,CUSIP,SecurityName,Shares,Price,MarketValue,Weightings,NetAssets,SharesOutstanding,CreationUnits,MoneyMarketFlag
10/09/2023,BFEB,2SPY  240131P00369900,2SPY  240131P00369900,SPY 01/31/2024 369.9 P,-2309.00,2.826500,-652638.85,-0.66%,98797860.00,2950000,118.000000000000,
10/09/2023,BFEB,2SPY  240131P00406490,2SPY  240131P00406490,SPY 01/31/2024 406.49 P,2309.00,7.003700,1617154.33,1.64%,98797860.00,2950000,118.000000000000,
10/09/2023,BFEB,Cash&Other,Cash&Other,Cash & Other,178714.99,1.000000,178714.99,0.18%,98797860.00,2950000,118.000000000000,Y
10/09/2023,BJAN,2SPY  231229C00003840,2SPY  231229C00003840,SPY 12/29/2023 3.84 C,3490.00,423.747200,147887772.80,99.55%,148561140.00,4025000,161.000000000000,
10/09/2023,BJAN,2SPY  231229C00478310,2SPY  231229C00478310,SPY 12/29/2023 478.31 C,-3490.00,0.485500,-169439.50,-0.11%,148561140.00,4025000,161.000000000000,
10/09/2023,BJAN,2SPY  231229P00348010,2SPY  231229P00348010,SPY 12/29/2023 348.01 P,-3490.00,0.994800,-347185.20,-0.23%,148561140.00,4025000,161.000000000000,
10/09/2023,BJAN,2SPY  231229P00382440,2SPY  231229P00382440,SPY 12/29/2023 382.44 P,3490.00,2.583100,901501.90,0.61%,148561140.00,4025000,161.000000000000,
10/09/2023,BJAN,Cash&Other,Cash&Other,Cash & Other,285332.48,1.000000,285332.48,0.19%,148561140.00,4025000,161.000000000000,Y
10/09/2023,BJUL,2SPY  240628C00004450,2SPY  240628C00004450,SPY 06/28/2024 4.45 C,7881.00,420.373000,331295961.30,97.29%,340529275.00,9850000,394.000000000000,
10/09/2023,BJUL,2SPY  240628C00528610,2SPY  240628C00528610,SPY 06/28/2024 528.61 C,-7881.00,0.811300,-639385.53,-0.19%,340529275.00,9850000,394.000000000000,
10/09/2023,BJUL,2SPY  240628P00403380,2SPY  240628P00403380,SPY 06/28/2024 403.38 P,-7881.00,12.500300,-9851486.43,-2.89%,340529275.00,9850000,394.000000000000,
10/09/2023,BJUL,2SPY  240628P00443290,2SPY  240628P00443290,SPY 06/28/2024 443.29 P,7881.00,24.100000,18993210.00,5.58%,340529275.00,9850000,394.000000000000,
10/09/2023,BJUL,Cash&Other,Cash&Other,Cash & Other,723746.91,1.000000,723746.91,0.21%,340529275.00,9850000,394.000000000000,Y
10/09/2023,BJUN,2SPY  240531C00004190,2SPY  240531C00004190,SPY 05/31/2024 4.19 C,2483.00,422.467500,104898680.25,98.70%,106277295.00,3225000,129.000000000000,
10/09/2023,BJUN,2SPY  240531C00501130,2SPY  240531C00501130,SPY 05/31/2024 501.13 C,-2483.00,2.338200,-580575.06,-0.55%,106277295.00,3225000,129.000000000000,
10/09/2023,BJUN,2SPY  240531P00380240,2SPY  240531P00380240,SPY 05/31/2024 380.24 P,-2483.00,7.436200,-1846408.46,-1.74%,106277295.00,3225000,129.000000000000,
10/09/2023,BJUN,2SPY  240531P00417860,2SPY  240531P00417860,SPY 05/31/2024 417.86 P,2483.00,14.502700,3601020.41,3.39%,106277295.00,3225000,129.000000000000,
10/09/2023,BJUN,Cash&Other,Cash&Other,Cash & Other,202318.67,1.000000,202318.67,0.19%,106277295.00,3225000,129.000000000000,Y
10/09/2023,BMAR,2SPY  240229C00003970,2SPY  240229C00003970,SPY 02/29/2024 3.97 C,2119.00,423.924200,89829537.98,99.48%,90298395.00,2475000,99.000000000000,
10/09/2023,BMAR,2SPY  240229C00480470,2SPY  240229C00480470,SPY 02/29/2024 480.47 C,-2119.00,1.984900,-420600.31,-0.47%,90298395.00,2475000,99.000000000000,
10/09/2023,BMAR,2SPY  240229P00360600,2SPY  240229P00360600,SPY 02/29/2024 360.6 P,-2119.00,3.024900,-640976.31,-0.71%,90298395.00,2475000,99.000000000000,
10/09/2023,BMAR,2SPY  240229P00396270,2SPY  240229P00396270,SPY 02/29/2024 396.27 P,2119.00,6.548700,1387669.53,1.54%,90298395.00,2475000,99.000000000000,
10/09/2023,BMAR,Cash&Other,Cash&Other,Cash & Other,140840.61,1.000000,140840.61,0.16%,90298395.00,2475000,99.000000000000,Y
10/09/2023,BMAY,2SPY  240430C00004170,2SPY  240430C00004170,SPY 04/30/2024 4.17 C,3027.00,422.370800,127851641.16,98.72%,129514860.00,4150000,166.000000000000,
10/09/2023,BMAY,2SPY  240430C00496870,2SPY  240430C00496870,SPY 04/30/2024 496.87 C,-3027.00,1.901700,-575644.59,-0.44%,129514860.00,4150000,166.000000000000,
10/09/2023,BMAY,2SPY  240430P00378500,2SPY  240430P00378500,SPY 04/30/2024 378.5 P,-3027.00,6.387100,-1933375.17,-1.49%,129514860.00,4150000,166.000000000000,
10/09/2023,BMAY,2SPY  240430P00415940,2SPY  240430P00415940,SPY 04/30/2024 415.94 P,3027.00,12.999700,3935009.19,3.04%,129514860.00,4150000,166.000000000000,
10/09/2023,BMAY,Cash&Other,Cash&Other,Cash & Other,234477.68,1.000000,234477.68,0.18%,129514860.00,4150000,166.000000000000,Y
10/09/2023,BNOV,2SPY  231031C00003870,2SPY  231031C00003870,SPY 10/31/2023 3.87 C,2042.00,425.481100,86883240.62,99.73%,87121400.00,2650000,106.000000000000,
10/09/2023,BNOV,2SPY  231031C00497010,2SPY  231031C00497010,SPY 10/31/2023 497.01 C,-2042.00,0.008900,-1817.38,0.00%,87121400.00,2650000,106.000000000000,
10/09/2023,BNOV,2SPY  231031P00351450,2SPY  231031P00351450,SPY 10/31/2023 351.45 P,-2042.00,0.152700,-31181.34,-0.04%,87121400.00,2650000,106.000000000000,
10/09/2023,BNOV,2SPY  231031P00386220,2SPY  231031P00386220,SPY 10/31/2023 386.22 P,2042.00,0.406000,82905.20,0.10%,87121400.00,2650000,106.000000000000,
10/09/2023,BNOV,Cash&Other,Cash&Other,Cash & Other,186403.60,1.000000,186403.60,0.21%,87121400.00,2650000,106.000000000000,Y
10/09/2023,BOCT,4SPY  240930C00004290,4SPY  240930C00004290,SPY 09/30/2024 4.29 C,3805.00,419.163500,159491711.75,98.58%,161792085.00,4550000,182.000000000000,
10/09/2023,BOCT,4SPY  240930C00514340,4SPY  240930C00514340,SPY 09/30/2024 514.34 C,-3805.00,4.020800,-1529914.40,-0.95%,161792085.00,4550000,182.000000000000,
10/09/2023,BOCT,4SPY  240930P00389010,4SPY  240930P00389010,SPY 09/30/2024 389.01 P,-3805.00,12.559000,-4778699.50,-2.95%,161792085.00,4550000,182.000000000000,
10/09/2023,BOCT,4SPY  240930P00427490,4SPY  240930P00427490,SPY 09/30/2024 427.49 P,3805.00,21.622200,8227247.10,5.09%,161792085.00,4550000,182.000000000000,
10/09/2023,BOCT,Cash&Other,Cash&Other,Cash & Other,378309.16,1.000000,378309.16,0.23%,161792085.00,4550000,182.000000000000,Y
10/09/2023,BOUT,ACGL,G0450A105,ARCH CAP GROUP LTD,1072.00,82.180000,88096.96,0.72%,12183200.00,400000,8.000000000000,
10/09/2023,BOUT,AER,N00985106,AERCAP HOLDINGS NV,6400.00,60.770000,388928.00,3.19%,12183200.00,400000,8.000000000000,
10/09/2023,BOUT,ATVI,00507V109,ACTIVISION BLIZZARD INC,920.00,94.240000,86700.80,0.71%,12183200.00,400000,8.000000000000,
10/09/2023,BOUT,CARR,14448C104,CARRIER GLOBAL CORPORATION,3632.00,54.280000,197144.96,1.62%,12183200.00,400000,8.000000000000,
10/09/2023,BOUT,CB,H1467J104,CHUBB LIMITED,416.00,209.550000,87172.80,0.72%,12183200.00,400000,8.000000000000,
10/09/2023,BOUT,CNK,17243V102,CINEMARK HLDGS INC,38240.00,19.660000,751798.40,6.17%,12183200.00,400000,8.000000000000,
10/09/2023,BOUT,FANG,25278X109,DIAMONDBACK ENERGY INC,2592.00,151.230000,391988.16,3.22%,12183200.00,400000,8.000000000000,
10/09/2023,BOUT,FDX,31428X106,FEDEX CORP,2648.00,257.900000,682919.20,5.61%,12183200.00,400000,8.000000000000,
10/09/2023,BOUT,GNTX,371901109,GENTEX CORP,18472.00,31.670000,585008.24,4.80%,12183200.00,400000,8.000000000000,
10/09/2023,BOUT,HQY,42226A107,HEALTHEQUITY INC,5496.00,74.620000,410111.52,3.37%,12183200.00,400000,8.000000000000,
10/09/2023,BOUT,HSBC,404280406,HSBC HLDGS PLC,15240.00,40.480000,616915.20,5.06%,12183200.00,400000,8.000000000000,
10/09/2023,BOUT,IMAX,45245E109,IMAX CORP,36320.00,19.820000,719862.40,5.91%,12183200.00,400000,8.000000000000,
10/09/2023,BOUT,LOPE,38526M106,GRAND CANYON ED INC,1712.00,114.740000,196434.88,1.61%,12183200.00,400000,8.000000000000,
10/09/2023,BOUT,LPG,Y2106R110,DORIAN LPG LTD,6968.00,29.060000,202490.08,1.66%,12183200.00,400000,8.000000000000,
10/09/2023,BOUT,LPLA,50212V100,LPL FINL HLDGS INC,848.00,239.770000,203324.96,1.67%,12183200.00,400000,8.000000000000,
10/09/2023,BOUT,MANH,562750109,MANHATTAN ASSOCIATES INC,440.00,206.850000,91014.00,0.75%,12183200.00,400000,8.000000000000,
10/09/2023,BOUT,META,30303M102,META PLATFORMS INC,288.00,315.430000,90843.84,0.75%,12183200.00,400000,8.000000000000,
10/09/2023,BOUT,NBIX,64125C109,NEUROCRINE BIOSCIENCES INC,3568.00,113.930000,406502.24,3.34%,12183200.00,400000,8.000000000000,
10/09/2023,BOUT,OBDC,69121K104,BLUE OWL CAPITAL CORPORATION COM,6192.00,13.410000,83034.72,0.68%,12183200.00,400000,8.000000000000,
10/09/2023,BOUT,OKTA,679295105,OKTA INC,7384.00,80.420000,593821.28,4.87%,12183200.00,400000,8.000000000000,
10/09/2023,BOUT,PCAR,693718108,PACCAR INC,4720.00,87.480000,412905.60,3.39%,12183200.00,400000,8.000000000000,
10/09/2023,BOUT,PGR,743315103,PROGRESSIVE CORP,5040.00,142.860000,720014.40,5.91%,12183200.00,400000,8.000000000000,
10/09/2023,BOUT,PKG,695156109,PACKAGING CORP AMER,4568.00,151.540000,692234.72,5.68%,12183200.00,400000,8.000000000000,
10/09/2023,BOUT,REVG,749527107,REV GROUP INC,12528.00,16.190000,202828.32,1.66%,12183200.00,400000,8.000000000000,
10/09/2023,BOUT,SPXC,78473E103,SPX TECHNOLOGIES INC,2464.00,80.810000,199115.84,1.63%,12183200.00,400000,8.000000000000,
10/09/2023,BOUT,UNH,91324P102,UNITEDHEALTH GROUP INC,1200.00,524.810000,629772.00,5.17%,12183200.00,400000,8.000000000000,
10/09/2023,BOUT,UNM,91529Y106,UNUM GROUP,12224.00,49.570000,605943.68,4.97%,12183200.00,400000,8.000000000000,
10/09/2023,BOUT,VECO,922417100,VEECO INSTRS INC DEL,14256.00,27.340000,389759.04,3.20%,12183200.00,400000,8.000000000000,
10/09/2023,BOUT,VERX,92538J106,VERTEX INC,3712.00,23.850000,88531.20,0.73%,12183200.00,400000,8.000000000000,
10/09/2023,BOUT,VRTX,92532F100,VERTEX PHARMACEUTICALS INC,1728.00,360.620000,623151.36,5.11%,12183200.00,400000,8.000000000000,
10/09/2023,BOUT,XPO,983793100,XPO INC,9400.00,77.120000,724928.00,5.95%,12183200.00,400000,8.000000000000,
10/09/2023,BOUT,Cash&Other,Cash&Other,Cash & Other,19651.23,1.000000,19651.23,0.16%,12183200.00,400000,8.000000000000,Y
10/09/2023,BSEP,2SPY  240830C00004520,2SPY  240830C00004520,SPY 08/30/2024 4.52 C,4114.00,420.690100,173071907.14,97.14%,178165762.50,5275000,211.000000000000,
10/09/2023,BSEP,2SPY  240830C00539380,2SPY  240830C00539380,SPY 08/30/2024 539.38 C,-4114.00,1.244700,-512069.58,-0.29%,178165762.50,5275000,211.000000000000,
10/09/2023,BSEP,2SPY  240830P00409820,2SPY  240830P00409820,SPY 08/30/2024 409.82 P,-4114.00,15.734700,-6473255.58,-3.63%,178165762.50,5275000,211.000000000000,
10/09/2023,BSEP,2SPY  240830P00450360,2SPY  240830P00450360,SPY 08/30/2024 450.36 P,4114.00,28.266300,11628755.82,6.53%,178165762.50,5275000,211.000000000000,
10/09/2023,BSEP,Cash&Other,Cash&Other,Cash & Other,446650.72,1.000000,446650.72,0.25%,178165762.50,5275000,211.000000000000,Y
10/09/2023,BSTP,4SPY  240930C00004330,4SPY  240930C00004330,SPY 09/30/2024 4.33 C,966.00,419.125700,40487542.62,98.65%,41040280.00,1550000,62.000000000000,
10/09/2023,BSTP,4SPY  240930C00515460,4SPY  240930C00515460,SPY 09/30/2024 515.46 C,-966.00,3.856200,-372508.92,-0.91%,41040280.00,1550000,62.000000000000,
10/09/2023,BSTP,4SPY  240930P00389030,4SPY  240930P00389030,SPY 09/30/2024 389.03 P,-966.00,12.562600,-1213547.16,-2.96%,41040280.00,1550000,62.000000000000,
10/09/2023,BSTP,4SPY  240930P00427510,4SPY  240930P00427510,SPY 09/30/2024 427.51 P,966.00,21.628200,2089284.12,5.09%,41040280.00,1550000,62.000000000000,
10/09/2023,BSTP,Cash&Other,Cash&Other,Cash & Other,48520.95,1.000000,48520.95,0.12%,41040280.00,1550000,62.000000000000,Y
10/09/2023,BUFB,BAPR,45782C888,INNOVATOR ETFS TR US EQT BUFR APR,136633.00,35.100000,4795818.30,8.34%,57472425.00,2250000,90.000000000000,
10/09/2023,BUFB,BAUG,45782C698,INNOVATOR ETFS TR US EQUT BUFR AUG,145279.00,33.090000,4807282.11,8.36%,57472425.00,2250000,90.000000000000,
10/09/2023,BUFB,BDEC,45782C557,INNOVATOR ETFS TR US EQTY BUF DEC,135373.00,35.115300,4753663.51,8.27%,57472425.00,2250000,90.000000000000,
10/09/2023,BUFB,BFEB,45782C433,INNOVATOR ETFS TR US EQTY BUFR FEB,143057.00,33.460000,4786687.22,8.33%,57472425.00,2250000,90.000000000000,
10/09/2023,BUFB,BJAN,45782C409,INNOVATOR ETFS TR US EQTY BUFR JAN,129985.00,36.880000,4793846.80,8.34%,57472425.00,2250000,90.000000000000,
10/09/2023,BUFB,BJUL,45782C789,INNOVATOR ETFS TR US EQTY BUFR JUL,140081.00,34.550000,4839798.55,8.42%,57472425.00,2250000,90.000000000000,
10/09/2023,BUFB,BJUN,45782C755,INNOVATOR ETFS TR US EQTY BUFR JUN,143304.00,32.971700,4724976.50,8.22%,57472425.00,2250000,90.000000000000,
10/09/2023,BUFB,BMAR,45782C391,INNOVATOR ETFS TR US EQTY BUFR MAR,131876.00,36.502700,4813830.07,8.38%,57472425.00,2250000,90.000000000000,
10/09/2023,BUFB,BMAY,45782C326,INNOVATOR ETFS TR US EQTY BUFR MAY,152462.00,31.180000,4753765.16,8.27%,57472425.00,2250000,90.000000000000,
10/09/2023,BUFB,BNOV,45782C581,INNOVATOR ETFS TR US EQTY BUF NOV,145035.00,32.899000,4771506.47,8.30%,57472425.00,2250000,90.000000000000,
10/09/2023,BUFB,BOCT,45782C771,INNOVATOR ETFS TR US EQTY BUF OCT,135375.00,35.600000,4819350.00,8.39%,57472425.00,2250000,90.000000000000,
10/09/2023,BUFB,BSEP,45782C664,INNOVATOR ETFS TR US EQTY BUF SEP,142527.00,33.750000,4810286.25,8.37%,57472425.00,2250000,90.000000000000,
10/09/2023,BUFB,Cash&Other,Cash&Other,Cash & Other,1457.61,1.000000,1457.61,0.00%,57472425.00,2250000,90.000000000000,Y
10/09/2023,BUFF,PAPR,45782C870,INNOVATOR ETFS TR US EQT PWR BUF,761051.00,30.660000,23333823.66,8.28%,281641500.00,7500000,150.000000000000,
10/09/2023,BUFF,PAUG,45782C680,INNOVATOR ETFS TR US EQTY PWR BF,758928.00,31.110000,23610250.08,8.38%,281641500.00,7500000,150.000000000000,
10/09/2023,BUFF,PDEC,45782C540,INNOVATOR ETFS TR US EQTY PWR BUF,713512.00,32.440000,23146329.28,8.22%,281641500.00,7500000,150.000000000000,
10/09/2023,BUFF,PFEB,45782C417,INNOVATOR ETFS TR US EQTY PWR BUF,765640.00,30.550000,23390302.00,8.30%,281641500.00,7500000,150.000000000000,
10/09/2023,BUFF,PJAN,45782C508,INNOVATOR ETFS TR US EQTY PWR BUF,673057.00,34.900000,23489689.30,8.34%,281641500.00,7500000,150.000000000000,
10/09/2023,BUFF,PJUL,45782C813,INNOVATOR ETFS TR US EQTY PWR BUF,705697.00,33.811700,23860815.25,8.47%,281641500.00,7500000,150.000000000000,
10/09/2023,BUFF,PJUN,45782C748,INNOVATOR ETFS TR US EQTY PWR BUF,730156.00,31.400000,22926898.40,8.14%,281641500.00,7500000,150.000000000000,
10/09/2023,BUFF,PMAR,45782C383,INNOVATOR ETFS TR US EQTY PWR BUF,696974.00,33.600000,23418326.40,8.31%,281641500.00,7500000,150.000000000000,
10/09/2023,BUFF,PMAY,45782C318,INNOVATOR ETFS TR US EQTY PWR BUF,782919.00,29.560000,23143085.64,8.22%,281641500.00,7500000,150.000000000000,
10/09/2023,BUFF,PNOV,45782C573,INNOVATOR ETFS TR US EQTY PWR BUF,703074.00,33.201700,23343252.03,8.29%,281641500.00,7500000,150.000000000000,
10/09/2023,BUFF,POCT,45782C797,INNOVATOR ETFS TR US EQTY PWR BUF,705697.00,34.027500,24013104.67,8.53%,281641500.00,7500000,150.000000000000,
10/09/2023,BUFF,PSEP,45782C656,INNOVATOR ETFS TR US EQTY PWR BUF,729096.00,32.470000,23673747.12,8.41%,281641500.00,7500000,150.000000000000,
10/09/2023,BUFF,Cash&Other,Cash&Other,Cash & Other,291228.33,1.000000,291228.33,0.10%,281641500.00,7500000,150.000000000000,Y
10/09/2023,DBJA,2QQQ  231229C00266270,2QQQ  231229C00266270,QQQ 12/29/2023 266.27 C,236.00,101.616700,2398154.12,33.42%,7175100.00,250000,10.000000000000,
10/09/2023,DBJA,2QQQ  231229C00290400,2QQQ  231229C00290400,QQQ 12/29/2023 290.4 C,-236.00,78.346400,-1848975.04,-25.77%,7175100.00,250000,10.000000000000,
10/09/2023,DBJA,2SPY  231229C00003780,2SPY  231229C00003780,SPY 12/29/2023 3.78 C,164.00,423.806300,6950423.32,96.87%,7175100.00,250000,10.000000000000,
10/09/2023,DBJA,2SPY  231229C00417080,2SPY  231229C00417080,SPY 12/29/2023 417.08 C,-164.00,23.430500,-384260.20,-5.36%,7175100.00,250000,10.000000000000,
10/09/2023,DBJA,2SPY  231229P00348020,2SPY  231229P00348020,SPY 12/29/2023 348.02 P,-164.00,0.995100,-16319.64,-0.23%,7175100.00,250000,10.000000000000,
10/09/2023,DBJA,2SPY  231229P00382410,2SPY  231229P00382410,SPY 12/29/2023 382.41 P,164.00,2.580800,42325.12,0.59%,7175100.00,250000,10.000000000000,
10/09/2023,DBJA,Cash&Other,Cash&Other,Cash & Other,33602.55,1.000000,33602.55,0.47%,7175100.00,250000,10.000000000000,Y
10/09/2023,DSJA,2QQQ  231229C00266300,2QQQ  231229C00266300,QQQ 12/29/2023 266.3 C,68.00,101.587600,690795.68,32.07%,2153917.50,75000,3.000000000000,
10/09/2023,DSJA,2QQQ  231229C00299170,2QQQ  231229C00299170,QQQ 12/29/2023 299.17 C,-68.00,70.033000,-476224.40,-22.11%,2153917.50,75000,3.000000000000,
10/09/2023,DSJA,2SPY  231229C00003870,2SPY  231229C00003870,SPY 12/29/2023 3.87 C,47.00,423.717600,1991472.72,92.46%,2153917.50,75000,3.000000000000,
10/09/2023,DSJA,2SPY  231229C00429660,2SPY  231229C00429660,SPY 12/29/2023 429.66 C,-47.00,14.747600,-69313.72,-3.22%,2153917.50,75000,3.000000000000,
