Date,Account,StockTicker,CUSIP,SecurityName,Shares,Price,MarketValue,Weightings,NetAssets,SharesOutstanding,CreationUnits,MoneyMarketFlag
10/27/2023,BAPR,2SPY  240328C00491840,2SPY  240328C00491840,SPY 03/28/2024 491.84 C,-3617.00,0.458600,-165875.62,-0.11%,149787880.00,4400000,176.000000000000,
10/27/2023,BAPR,2SPY  240328P00372540,2SPY  240328P00372540,SPY 03/28/2024 372.54 P,-3617.00,7.087500,-2563548.75,-1.71%,149787880.00,4400000,176.000000000000,
10/27/2023,BAPR,2SPY  240328P00409400,2SPY  240328P00409400,SPY 03/28/2024 409.4 P,3617.00,15.546900,5623313.73,3.75%,149787880.00,4400000,176.000000000000,
10/27/2023,BAPR,Cash&Other,Cash&Other,Cash & Other,288609.02,1.000000,288609.02,0.19%,149787880.00,4400000,176.000000000000,Y
10/27/2023,BAUG,2SPY  240731C00004590,2SPY  240731C00004590,SPY 07/31/2024 4.59 C,4335.00,403.175600,174776622.60,95.36%,183273810.00,5700000,228.000000000000,
10/27/2023,BAUG,2SPY  240731C00550950,2SPY  240731C00550950,SPY 07/31/2024 550.95 C,-4335.00,0.266000,-115311.00,-0.06%,183273810.00,5700000,228.000000000000,
10/27/2023,BAUG,2SPY  240731P00416590,2SPY  240731P00416590,SPY 07/31/2024 416.59 P,-4335.00,22.497300,-9752579.55,-5.32%,183273810.00,5700000,228.000000000000,
10/27/2023,BAUG,2SPY  240731P00457800,2SPY  240731P00457800,SPY 07/31/2024 457.8 P,4335.00,41.343400,17922363.90,9.78%,183273810.00,5700000,228.000000000000,
10/27/2023,BAUG,Cash&Other,Cash&Other,Cash & Other,431061.63,1.000000,431061.63,0.24%,183273810.00,5700000,228.000000000000,Y
10/27/2023,BDEC,2SPY  231130C00004090,2SPY  231130C00004090,SPY 11/30/2023 4.09 C,2294.00,408.359800,93677738.12,98.50%,95105920.00,2800000,112.000000000000,
10/27/2023,BDEC,2SPY  231130C00509600,2SPY  231130C00509600,SPY 11/30/2023 509.6 C,-2294.00,0.012400,-2844.56,0.00%,95105920.00,2800000,112.000000000000,
10/27/2023,BDEC,2SPY  231130P00370990,2SPY  231130P00370990,SPY 11/30/2023 370.99 P,-2294.00,1.241300,-284754.22,-0.30%,95105920.00,2800000,112.000000000000,
10/27/2023,BDEC,2SPY  231130P00407690,2SPY  231130P00407690,SPY 11/30/2023 407.69 P,2294.00,6.783200,1556066.08,1.64%,95105920.00,2800000,112.000000000000,
10/27/2023,BDEC,Cash&Other,Cash&Other,Cash & Other,153628.57,1.000000,153628.57,0.16%,95105920.00,2800000,112.000000000000,Y
10/27/2023,BFEB,2SPY  240131C00004080,2SPY  240131C00004080,SPY 01/31/2024 4.08 C,2269.00,406.676400,92274875.16,98.12%,94047290.00,2900000,116.000000000000,
10/27/2023,BFEB,2SPY  240131C00485660,2SPY  240131C00485660,SPY 01/31/2024 485.66 C,-2269.00,0.185700,-42135.33,-0.04%,94047290.00,2900000,116.000000000000,
10/27/2023,BFEB,2SPY  240131P00369900,2SPY  240131P00369900,SPY 01/31/2024 369.9 P,-2269.00,4.221800,-957926.42,-1.02%,94047290.00,2900000,116.000000000000,
10/27/2023,BFEB,2SPY  240131P00406490,2SPY  240131P00406490,SPY 01/31/2024 406.49 P,2269.00,11.435000,2594601.50,2.76%,94047290.00,2900000,116.000000000000,
10/27/2023,BFEB,Cash&Other,Cash&Other,Cash & Other,171866.02,1.000000,171866.02,0.18%,94047290.00,2900000,116.000000000000,Y
10/27/2023,BJAN,2SPY  231229C00003840,2SPY  231229C00003840,SPY 12/29/2023 3.84 C,3576.00,406.836800,145484839.68,99.16%,146713462.50,4125000,165.000000000000,
10/27/2023,BJAN,2SPY  231229C00478310,2SPY  231229C00478310,SPY 12/29/2023 478.31 C,-3576.00,0.092700,-33149.52,-0.02%,146713462.50,4125000,165.000000000000,
10/27/2023,BJAN,2SPY  231229P00348010,2SPY  231229P00348010,SPY 12/29/2023 348.01 P,-3576.00,1.377600,-492629.76,-0.34%,146713462.50,4125000,165.000000000000,
10/27/2023,BJAN,2SPY  231229P00382440,2SPY  231229P00382440,SPY 12/29/2023 382.44 P,3576.00,4.152800,1485041.28,1.01%,146713462.50,4125000,165.000000000000,
10/27/2023,BJAN,Cash&Other,Cash&Other,Cash & Other,259981.23,1.000000,259981.23,0.18%,146713462.50,4125000,165.000000000000,Y
10/27/2023,BJUL,2SPY  240628C00004450,2SPY  240628C00004450,SPY 06/28/2024 4.45 C,8098.00,403.226600,326532900.68,96.12%,339719062.50,10125000,405.000000000000,
10/27/2023,BJUL,2SPY  240628C00528610,2SPY  240628C00528610,SPY 06/28/2024 528.61 C,-8098.00,0.339400,-274846.12,-0.08%,339719062.50,10125000,405.000000000000,
10/27/2023,BJUL,2SPY  240628P00403380,2SPY  240628P00403380,SPY 06/28/2024 403.38 P,-8098.00,17.412500,-14100642.50,-4.15%,339719062.50,10125000,405.000000000000,
10/27/2023,BJUL,2SPY  240628P00443290,2SPY  240628P00443290,SPY 06/28/2024 443.29 P,8098.00,33.105100,26808509.98,7.89%,339719062.50,10125000,405.000000000000,
10/27/2023,BJUL,Cash&Other,Cash&Other,Cash & Other,731475.00,1.000000,731475.00,0.22%,339719062.50,10125000,405.000000000000,Y
10/27/2023,BJUN,2SPY  240531C00004190,2SPY  240531C00004190,SPY 05/31/2024 4.19 C,2405.00,405.240000,97460220.00,97.54%,99916875.00,3125000,125.000000000000,
10/27/2023,BJUN,2SPY  240531C00501130,2SPY  240531C00501130,SPY 05/31/2024 501.13 C,-2405.00,0.790000,-189995.00,-0.19%,99916875.00,3125000,125.000000000000,
10/27/2023,BJUN,2SPY  240531P00380240,2SPY  240531P00380240,SPY 05/31/2024 380.24 P,-2405.00,10.630000,-2556515.00,-2.56%,99916875.00,3125000,125.000000000000,
10/27/2023,BJUN,2SPY  240531P00417860,2SPY  240531P00417860,SPY 05/31/2024 417.86 P,2405.00,20.800000,5002400.00,5.01%,99916875.00,3125000,125.000000000000,
10/27/2023,BJUN,Cash&Other,Cash&Other,Cash & Other,194727.12,1.000000,194727.12,0.19%,99916875.00,3125000,125.000000000000,Y
10/27/2023,BMAR,2SPY  240229C00003970,2SPY  240229C00003970,SPY 02/29/2024 3.97 C,2096.00,406.760000,85256896.00,98.52%,86541595.00,2450000,98.000000000000,
10/27/2023,BMAR,2SPY  240229C00480470,2SPY  240229C00480470,SPY 02/29/2024 480.47 C,-2096.00,0.480000,-100608.00,-0.12%,86541595.00,2450000,98.000000000000,
10/27/2023,BMAR,2SPY  240229P00360600,2SPY  240229P00360600,SPY 02/29/2024 360.6 P,-2096.00,4.380000,-918048.00,-1.06%,86541595.00,2450000,98.000000000000,
10/27/2023,BMAR,2SPY  240229P00396270,2SPY  240229P00396270,SPY 02/29/2024 396.27 P,2096.00,10.160000,2129536.00,2.46%,86541595.00,2450000,98.000000000000,
10/27/2023,BMAR,Cash&Other,Cash&Other,Cash & Other,168267.13,1.000000,168267.13,0.19%,86541595.00,2450000,98.000000000000,Y
10/27/2023,BMAY,2SPY  240430C00004170,2SPY  240430C00004170,SPY 04/30/2024 4.17 C,2642.00,405.245000,107065729.00,97.56%,109738175.00,3625000,145.000000000000,
10/27/2023,BMAY,2SPY  240430C00496870,2SPY  240430C00496870,SPY 04/30/2024 496.87 C,-2642.00,0.631600,-166868.72,-0.15%,109738175.00,3625000,145.000000000000,
10/27/2023,BMAY,2SPY  240430P00378500,2SPY  240430P00378500,SPY 04/30/2024 378.5 P,-2642.00,9.180900,-2425593.78,-2.21%,109738175.00,3625000,145.000000000000,
10/27/2023,BMAY,2SPY  240430P00415940,2SPY  240430P00415940,SPY 04/30/2024 415.94 P,2642.00,18.972600,5012560.92,4.57%,109738175.00,3625000,145.000000000000,
10/27/2023,BMAY,Cash&Other,Cash&Other,Cash & Other,245357.04,1.000000,245357.04,0.22%,109738175.00,3625000,145.000000000000,Y
10/27/2023,BNOV,2SPY  231031C00003870,2SPY  231031C00003870,SPY 10/31/2023 3.87 C,2023.00,408.481300,82635766.99,99.82%,82784362.50,2625000,105.000000000000,
10/27/2023,BNOV,2SPY  231031C00497010,2SPY  231031C00497010,SPY 10/31/2023 497.01 C,-2023.00,0.001400,-283.22,0.00%,82784362.50,2625000,105.000000000000,
10/27/2023,BNOV,2SPY  231031P00351450,2SPY  231031P00351450,SPY 10/31/2023 351.45 P,-2023.00,0.027800,-5623.94,-0.01%,82784362.50,2625000,105.000000000000,
10/27/2023,BNOV,2SPY  231031P00386220,2SPY  231031P00386220,SPY 10/31/2023 386.22 P,2023.00,0.090000,18207.00,0.02%,82784362.50,2625000,105.000000000000,
10/27/2023,BNOV,Cash&Other,Cash&Other,Cash & Other,130969.41,1.000000,130969.41,0.16%,82784362.50,2625000,105.000000000000,Y
10/27/2023,BOCT,4SPY  240930C00004290,4SPY  240930C00004290,SPY 09/30/2024 4.29 C,4097.00,401.994200,164697023.74,97.32%,169239630.00,4900000,196.000000000000,
10/27/2023,BOCT,4SPY  240930C00514340,4SPY  240930C00514340,SPY 09/30/2024 514.34 C,-4097.00,1.714500,-702430.65,-0.42%,169239630.00,4900000,196.000000000000,
10/27/2023,BOCT,4SPY  240930P00389010,4SPY  240930P00389010,SPY 09/30/2024 389.01 P,-4097.00,16.520400,-6768407.88,-4.00%,169239630.00,4900000,196.000000000000,
10/27/2023,BOCT,4SPY  240930P00427490,4SPY  240930P00427490,SPY 09/30/2024 427.49 P,4097.00,28.396400,11634005.08,6.87%,169239630.00,4900000,196.000000000000,
10/27/2023,BOCT,Cash&Other,Cash&Other,Cash & Other,368648.59,1.000000,368648.59,0.22%,169239630.00,4900000,196.000000000000,Y
10/27/2023,BOUT,ACGL,G0450A105,ARCH CAP GROUP LTD,784.00,82.450000,64640.80,0.56%,11592040.00,400000,8.000000000000,
10/27/2023,BOUT,AXON,05464C101,AXON ENTERPRISE INC,312.00,204.570000,63825.84,0.55%,11592040.00,400000,8.000000000000,
10/27/2023,BOUT,BAH,099502106,BOOZ ALLEN HAMILTON HLDG CORP CL A,536.00,121.350000,65043.60,0.56%,11592040.00,400000,8.000000000000,
10/27/2023,BOUT,BSY,08265T208,BENTLEY SYS INC,9392.00,48.720000,457578.24,3.95%,11592040.00,400000,8.000000000000,
10/27/2023,BOUT,CAH,14149Y108,CARDINAL HEALTH INC,704.00,92.550000,65155.20,0.56%,11592040.00,400000,8.000000000000,
10/27/2023,BOUT,CB,H1467J104,CHUBB LIMITED,320.00,213.090000,68188.80,0.59%,11592040.00,400000,8.000000000000,
10/27/2023,BOUT,CI,125523100,THE CIGNA GROUP,2296.00,304.220000,698489.12,6.03%,11592040.00,400000,8.000000000000,
10/27/2023,BOUT,CRBG,21871X109,COREBRIDGE FINL INC,34136.00,20.210000,689888.56,5.95%,11592040.00,400000,8.000000000000,
10/27/2023,BOUT,CW,231561101,CURTISS WRIGHT CORP,328.00,198.620000,65147.36,0.56%,11592040.00,400000,8.000000000000,
10/27/2023,BOUT,EA,285512109,ELECTRONIC ARTS INC,5536.00,123.640000,684471.04,5.90%,11592040.00,400000,8.000000000000,
10/27/2023,BOUT,ENSG,29358P101,ENSIGN GROUP INC,680.00,95.350000,64838.00,0.56%,11592040.00,400000,8.000000000000,
10/27/2023,BOUT,GD,369550108,GENERAL DYNAMICS CORP,3496.00,240.550000,840962.80,7.25%,11592040.00,400000,8.000000000000,
10/27/2023,BOUT,HQY,42226A107,HEALTHEQUITY INC,6424.00,71.730000,460793.52,3.98%,11592040.00,400000,8.000000000000,
10/27/2023,BOUT,HUM,444859102,HUMANA INC,456.00,513.370000,234096.72,2.02%,11592040.00,400000,8.000000000000,
10/27/2023,BOUT,LOPE,38526M106,GRAND CANYON ED INC,2024.00,114.780000,232314.72,2.00%,11592040.00,400000,8.000000000000,
10/27/2023,BOUT,MOH,60855R100,MOLINA HEALTHCARE INC,1344.00,331.390000,445388.16,3.84%,11592040.00,400000,8.000000000000,
10/27/2023,BOUT,MSFT,594918104,MICROSOFT CORP,200.00,327.890000,65578.00,0.57%,11592040.00,400000,8.000000000000,
10/27/2023,BOUT,NOC,666807102,NORTHROP GRUMMAN CORP,1696.00,477.780000,810314.88,6.99%,11592040.00,400000,8.000000000000,
10/27/2023,BOUT,PGR,743315103,PROGRESSIVE CORP,5312.00,153.860000,817304.32,7.05%,11592040.00,400000,8.000000000000,
10/27/2023,BOUT,REVG,749527107,REV GROUP INC,15904.00,14.870000,236492.48,2.04%,11592040.00,400000,8.000000000000,
10/27/2023,BOUT,ROST,778296103,ROSS STORES INC,2024.00,114.290000,231322.96,2.00%,11592040.00,400000,8.000000000000,
10/27/2023,BOUT,SUM,86614U100,SUMMIT MATLS INC,13448.00,31.280000,420653.44,3.63%,11592040.00,400000,8.000000000000,
10/27/2023,BOUT,TTEK,88162G103,TETRA TECH INC NEW,1496.00,149.180000,223173.28,1.93%,11592040.00,400000,8.000000000000,
10/27/2023,BOUT,UNH,91324P102,UNITEDHEALTH GROUP INC,1336.00,528.360000,705888.96,6.09%,11592040.00,400000,8.000000000000,
10/27/2023,BOUT,VERX,92538J106,VERTEX INC,2856.00,23.190000,66230.64,0.57%,11592040.00,400000,8.000000000000,
10/27/2023,BOUT,VRSN,92343E102,VERISIGN INC,3952.00,204.530000,808302.56,6.97%,11592040.00,400000,8.000000000000,
10/27/2023,BOUT,VRTX,92532F100,VERTEX PHARMACEUTICALS INC,1296.00,361.280000,468218.88,4.04%,11592040.00,400000,8.000000000000,
10/27/2023,BOUT,VTS,92852X103,VITESSE ENERGY INC,28112.00,24.180000,679748.16,5.86%,11592040.00,400000,8.000000000000,
10/27/2023,BOUT,WMB,969457100,WILLIAMS COS INC,23544.00,34.580000,814151.52,7.02%,11592040.00,400000,8.000000000000,
10/27/2023,BOUT,Cash&Other,Cash&Other,Cash & Other,43172.04,1.000000,43172.04,0.37%,11592040.00,400000,8.000000000000,Y
10/27/2023,BSEP,2SPY  240830C00004520,2SPY  240830C00004520,SPY 08/30/2024 4.52 C,4171.00,403.394200,168255720.82,95.98%,175295425.00,5350000,214.000000000000,
10/27/2023,BSEP,2SPY  240830C00539380,2SPY  240830C00539380,SPY 08/30/2024 539.38 C,-4171.00,0.539300,-224942.03,-0.13%,175295425.00,5350000,214.000000000000,
10/27/2023,BSEP,2SPY  240830P00409820,2SPY  240830P00409820,SPY 08/30/2024 409.82 P,-4171.00,20.985700,-8753135.47,-4.99%,175295425.00,5350000,214.000000000000,
10/27/2023,BSEP,2SPY  240830P00450360,2SPY  240830P00450360,SPY 08/30/2024 450.36 P,4171.00,37.317500,15565129.25,8.88%,175295425.00,5350000,214.000000000000,
10/27/2023,BSEP,Cash&Other,Cash&Other,Cash & Other,441498.94,1.000000,441498.94,0.25%,175295425.00,5350000,214.000000000000,Y
10/27/2023,BSTP,4SPY  240930C00004330,4SPY  240930C00004330,SPY 09/30/2024 4.33 C,966.00,401.956500,38828997.90,97.44%,39849570.00,1550000,62.000000000000,
10/27/2023,BSTP,4SPY  240930C00515460,4SPY  240930C00515460,SPY 09/30/2024 515.46 C,-966.00,1.641100,-158530.26,-0.40%,39849570.00,1550000,62.000000000000,
10/27/2023,BSTP,4SPY  240930P00389030,4SPY  240930P00389030,SPY 09/30/2024 389.03 P,-966.00,16.525300,-1596343.98,-4.01%,39849570.00,1550000,62.000000000000,
10/27/2023,BSTP,4SPY  240930P00427510,4SPY  240930P00427510,SPY 09/30/2024 427.51 P,966.00,28.404100,2743836.06,6.89%,39849570.00,1550000,62.000000000000,
10/27/2023,BSTP,Cash&Other,Cash&Other,Cash & Other,28719.01,1.000000,28719.01,0.07%,39849570.00,1550000,62.000000000000,Y
10/27/2023,BUFB,BAPR,45782C888,INNOVATOR ETFS TR US EQT BUFR APR,140730.00,34.058200,4793010.49,8.33%,57559560.00,2325000,93.000000000000,
10/27/2023,BUFB,BAUG,45782C698,INNOVATOR ETFS TR US EQUT BUFR AUG,149181.00,32.225000,4807357.73,8.35%,57559560.00,2325000,93.000000000000,
10/27/2023,BUFB,BDEC,45782C557,INNOVATOR ETFS TR US EQTY BUF DEC,140793.00,33.973500,4783230.99,8.31%,57559560.00,2325000,93.000000000000,
10/27/2023,BUFB,BFEB,45782C433,INNOVATOR ETFS TR US EQTY BUFR FEB,147558.00,32.436200,4786220.80,8.32%,57559560.00,2325000,93.000000000000,
10/27/2023,BUFB,BJAN,45782C409,INNOVATOR ETFS TR US EQTY BUFR JAN,133746.00,35.597200,4760983.11,8.27%,57559560.00,2325000,93.000000000000,
10/27/2023,BUFB,BJUL,45782C789,INNOVATOR ETFS TR US EQTY BUFR JUL,143029.00,33.610000,4807204.69,8.35%,57559560.00,2325000,93.000000000000,
10/27/2023,BUFB,BJUN,45782C755,INNOVATOR ETFS TR US EQTY BUFR JUN,149970.00,31.995600,4798380.13,8.34%,57559560.00,2325000,93.000000000000,
10/27/2023,BUFB,BMAR,45782C391,INNOVATOR ETFS TR US EQTY BUFR MAR,135454.00,35.340500,4787012.09,8.32%,57559560.00,2325000,93.000000000000,
10/27/2023,BUFB,BMAY,45782C326,INNOVATOR ETFS TR US EQTY BUFR MAY,158328.00,30.270000,4792588.56,8.33%,57559560.00,2325000,93.000000000000,
10/27/2023,BUFB,BNOV,45782C581,INNOVATOR ETFS TR US EQTY BUF NOV,150233.00,31.545000,4739099.99,8.23%,57559560.00,2325000,93.000000000000,
10/27/2023,BUFB,BOCT,45782C771,INNOVATOR ETFS TR US EQTY BUF OCT,138917.00,34.579300,4803652.62,8.35%,57559560.00,2325000,93.000000000000,
10/27/2023,BUFB,BSEP,45782C664,INNOVATOR ETFS TR US EQTY BUF SEP,146396.00,32.800000,4801788.80,8.34%,57559560.00,2325000,93.000000000000,
10/27/2023,BUFB,Cash&Other,Cash&Other,Cash & Other,98599.34,1.000000,98599.34,0.17%,57559560.00,2325000,93.000000000000,Y
10/27/2023,BUFF,PAPR,45782C870,INNOVATOR ETFS TR US EQT PWR BUF,785875.00,29.950000,23536956.25,8.35%,281860040.00,7700000,154.000000000000,
10/27/2023,BUFF,PAUG,45782C680,INNOVATOR ETFS TR US EQTY PWR BF,774861.00,30.400000,23555774.40,8.36%,281860040.00,7700000,154.000000000000,
10/27/2023,BUFF,PDEC,45782C540,INNOVATOR ETFS TR US EQTY PWR BUF,739984.00,31.420000,23250297.28,8.25%,281860040.00,7700000,154.000000000000,
10/27/2023,BUFF,PFEB,45782C417,INNOVATOR ETFS TR US EQTY PWR BUF,787251.00,29.780000,23444334.78,8.32%,281860040.00,7700000,154.000000000000,
10/27/2023,BUFF,PJAN,45782C508,INNOVATOR ETFS TR US EQTY PWR BUF,689058.00,33.890000,23352175.62,8.29%,281860040.00,7700000,154.000000000000,
10/27/2023,BUFF,PJUL,45782C813,INNOVATOR ETFS TR US EQTY PWR BUF,712672.00,33.070000,23568063.04,8.36%,281860040.00,7700000,154.000000000000,
10/27/2023,BUFF,PJUN,45782C748,INNOVATOR ETFS TR US EQTY PWR BUF,768014.00,30.740000,23608750.36,8.38%,281860040.00,7700000,154.000000000000,
10/27/2023,BUFF,PMAR,45782C383,INNOVATOR ETFS TR US EQTY PWR BUF,717294.00,32.840000,23555934.96,8.36%,281860040.00,7700000,154.000000000000,
10/27/2023,BUFF,PMAY,45782C318,INNOVATOR ETFS TR US EQTY PWR BUF,814279.00,28.920000,23548948.68,8.35%,281860040.00,7700000,154.000000000000,
10/27/2023,BUFF,PNOV,45782C573,INNOVATOR ETFS TR US EQTY PWR BUF,723479.00,31.790000,22999397.41,8.16%,281860040.00,7700000,154.000000000000,
10/27/2023,BUFF,POCT,45782C797,INNOVATOR ETFS TR US EQTY PWR BUF,708111.00,33.350000,23615501.85,8.38%,281860040.00,7700000,154.000000000000,
10/27/2023,BUFF,PSEP,45782C656,INNOVATOR ETFS TR US EQTY PWR BUF,740599.00,31.780000,23536236.22,8.35%,281860040.00,7700000,154.000000000000,
10/27/2023,BUFF,Cash&Other,Cash&Other,Cash & Other,286063.99,1.000000,286063.99,0.10%,281860040.00,7700000,154.000000000000,Y
10/27/2023,DBJA,2QQQ  231229C00266270,2QQQ  231229C00266270,QQQ 12/29/2023 266.27 C,236.00,79.917500,1886053.00,26.55%,7105100.00,250000,10.000000000000,
10/27/2023,DBJA,2QQQ  231229C00290400,2QQQ  231229C00290400,QQQ 12/29/2023 290.4 C,-236.00,57.089700,-1347316.92,-18.96%,7105100.00,250000,10.000000000000,
10/27/2023,DBJA,2SPY  231229C00003780,2SPY  231229C00003780,SPY 12/29/2023 3.78 C,164.00,406.896100,6673096.04,93.92%,7105100.00,250000,10.000000000000,
10/27/2023,DBJA,2SPY  231229C00417080,2SPY  231229C00417080,SPY 12/29/2023 417.08 C,-164.00,11.171200,-183207.68,-2.58%,7105100.00,250000,10.000000000000,
10/27/2023,DBJA,2SPY  231229P00348020,2SPY  231229P00348020,SPY 12/29/2023 348.02 P,-164.00,1.377900,-22597.56,-0.32%,7105100.00,250000,10.000000000000,
10/27/2023,DBJA,2SPY  231229P00382410,2SPY  231229P00382410,SPY 12/29/2023 382.41 P,164.00,4.148500,68035.40,0.96%,7105100.00,250000,10.000000000000,
10/27/2023,DBJA,Cash&Other,Cash&Other,Cash & Other,30590.93,1.000000,30590.93,0.43%,7105100.00,250000,10.000000000000,Y
10/27/2023,DSJA,2QQQ  231229C00266300,2QQQ  231229C00266300,QQQ 12/29/2023 266.3 C,68.00,79.888600,543242.48,25.72%,2112517.50,75000,3.000000000000,
10/27/2023,DSJA,2QQQ  231229C00299170,2QQQ  231229C00299170,QQQ 12/29/2023 299.17 C,-68.00,49.119300,-334011.24,-15.81%,2112517.50,75000,3.000000000000,
10/27/2023,DSJA,2SPY  231229C00003870,2SPY  231229C00003870,SPY 12/29/2023 3.87 C,47.00,406.807200,1911993.84,90.51%,2112517.50,75000,3.000000000000,
10/27/2023,DSJA,2SPY  231229C00429660,2SPY  231229C00429660,SPY 12/29/2023 429.66 C,-47.00,5.341200,-25103.64,-1.19%,2112517.50,75000,3.000000000000,
10/27/2023,DSJA,Cash&Other,Cash&Other,Cash & Other,16266.22,1.000000,16266.22,0.77%,2112517.50,75000,3.000000000000,Y
10/27/2023,EALT,4SPY  231229C00001040,4SPY  231229C00001040,SPY 12/29/2023 1.04 C,300.00,409.603300,12288099.00,98.30%,12500100.00,500000,20.000000000000,
